ConditionCode,Condition,PlayerA,PlayerB,TrialNum,TrialType,EncounterIntro,PlayerAction,RewardFeedback,PunishFeedback,EncounterPlayer,scenDelay,ImageDisarded.thisRepN,ImageDisarded.thisTrialN,ImageDisarded.thisN,ImageDisarded.thisIndex,exp_wrapper.thisRepN,exp_wrapper.thisTrialN,exp_wrapper.thisN,exp_wrapper.thisIndex,Encounters_Loop.thisRepN,Encounters_Loop.thisTrialN,Encounters_Loop.thisN,Encounters_Loop.thisIndex,thisRow.t,notes,Choose_Condition.started,InputSlider_Gender.started,InputSlider_Race.started,InputSlider_InOut.started,InputSlider_Swap.started,ProgressScreen.started,header.started,Choose_Condition.stopped,InputSlider_Gender.response,InputSlider_Gender.rt,InputSlider_Race.response,InputSlider_Race.rt,InputSlider_InOut.response,InputSlider_InOut.rt,InputSlider_Swap.response,InputSlider_Swap.rt,ProgressScreen.numClicks,ProgressScreen.timesOn,ProgressScreen.timesOff,Participant_Name.started,NameInput.started,participantName.started,button.started,Participant_Name.stopped,participantName.text,button.numClicks,button.timesOn,button.timesOff,WaitForScanner_discard.started,SyncPulse_discard.started,fix.started,WaitForScanner_discard.stopped,SyncPulse_discard.keys,SyncPulse_discard.rt,SyncPulse_discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,BaselineFixation.started,Baseline.started,Baseline.stopped,BaselineFixation.stopped,Instructions.started,Instructions_Text.started,Instructions.stopped,Delay.started,movie.started,Delay.stopped,Loading_Screen.started,PlayerLobby.started,Gamemaster.started,playerName.started,player1.started,loading.started,player2.started,loading2.started,player1_box.started,player2_box.started,loading.stopped,player1Reveal.started,loading2.stopped,player2Reveal.started,Loading_Screen.stopped,Loading_Complete.started,loadingComplete.started,textbox.started,next.started,key_response.started,Loading_Complete.stopped,key_response.keys,key_response.rt,key_response.duration,Scenario_Intro.started,intro.started,Scenario_Intro.stopped,W4S_Encounter.started,SyncPulse_Encounter.started,fix_encounter.started,W4S_Encounter.stopped,SyncPulse_Encounter.keys,SyncPulse_Encounter.rt,SyncPulse_Encounter.duration,Encounter_Intro.started,Encounter_intro.started,Encounter_Intro.stopped,Delay_2.started,movie3.started,ActionPrompt.started,movie3.stopped,ActionPrompt.stopped,Delay_2.stopped,W4S_Action.started,SyncPulse_Action.started,fix_Action.started,W4S_Action.stopped,SyncPulse_Action.keys,SyncPulse_Action.rt,SyncPulse_Action.duration,Player_Action.started,player_action_instructions.started,player_action_keys_punish.started,PlayerAction_text.started,RewardBox.started,PunishBox.started,player_action_keys_reward.started,rewardConfirmText.started,punishConfirmText.started,PunCountFeedback.started,RewCountFeedback.started,PunFeedback.started,RewFeedback.started,Player_Action.stopped,player_action_keys_punish.keys,player_action_keys_reward.keys,player_action_keys_reward.rt,player_action_keys_reward.duration,Feedback.started,Reward_Feedback.started,Punish_Feedback.started,Faster_feedback.started,Reward_Feedback.stopped,Punish_Feedback.stopped,Faster_feedback.stopped,Feedback.stopped,player_action_keys_punish.rt,player_action_keys_punish.duration,Encounter_intro.stopped,Conclusion.started,conclusionText.started,next2.started,keyResp3.started,Conclusion.stopped,keyResp3.keys,keyResp3.rt,keyResp3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,14.157577899983153,,0.0020435999613255262,0.04153399995993823,0.04153399995993823,0.04153399995993823,0.04153399995993823,0.04153399995993823,0.04153399995993823,4.746552999946289,0,1.6202273999806494,0,1.8764072000049055,1,2.4921433000126854,1,2.7772709999699146,1,[4.719412100035697],[4.719418999971822],4.746704799938016,4.758601299952716,4.758601299952716,4.758601299952716,14.141644199960865,Manny,1,[9.39393610006664],[9.393943000002764],14.142369600012898,14.157577899983153,14.157577899983153,35.20789499999955,5,21.04127420007717,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW003_Run1,RBDCW003_Run1,2024-03-27_14h47.19.906,AdvTask_fMRI_masculinePronouns,2023.2.2,60.07008975497797,2024-03-27 14h48.01.187013 -0400,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,35.22404470003676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.20861019997392,35.22404470003676,35.22404470003676,36.208126200013794,5,0.9748281000647694,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW003_Run1,RBDCW003_Run1,2024-03-27_14h47.19.906,AdvTask_fMRI_masculinePronouns,2023.2.2,60.07008975497797,2024-03-27 14h48.01.187013 -0400,
,,,,,,,,,,,,2,0,2,0,,,,,,,,,36.22456030000467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.208749099983834,36.22456030000467,36.22456030000467,37.2086588999955,5,0.9755552000133321,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW003_Run1,RBDCW003_Run1,2024-03-27_14h47.19.906,AdvTask_fMRI_masculinePronouns,2023.2.2,60.07008975497797,2024-03-27 14h48.01.187013 -0400,
,,,,,,,,,,,,3,0,3,0,,,,,,,,,37.22439510002732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2094453999307,37.22439510002732,37.22439510002732,38.20829959993716,5,0.9746075000148267,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW003_Run1,RBDCW003_Run1,2024-03-27_14h47.19.906,AdvTask_fMRI_masculinePronouns,2023.2.2,60.07008975497797,2024-03-27 14h48.01.187013 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.20879069995135,38.22474440000951,38.22474440000951,39.20836719998624,5,0.9751010000472888,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW003_Run1,RBDCW003_Run1,2024-03-27_14h47.19.906,AdvTask_fMRI_masculinePronouns,2023.2.2,60.07008975497797,2024-03-27 14h48.01.187013 -0400,
11,WhiteMale_OutGrp_Swap,Jack,Haoyu,1,STR,"A gate opens in front of the duo, and a menacing mechanical golem with a crossbow becomes activated.",Jack lunges forward attempting to force his blade through the protective plate.,Jack’s sword pierces the plate and destroys the construct before it is able to shoot. He is able to proceed uninjured.,Jack’s sword grazes the exterior plate. He is shot by the crossbow and is injured.,Jack,6,,,,,0,0,0,0,0,0,0,0,125.93607429997064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.20840619993396,39.22476130002178,55.22475719999056,55.20743399998173,55.218625999987125,55.22475719999056,90.72406959999353,90.72408489999361,90.7468689000234,92.7235235000262,92.87635459995363,92.94238030002452,92.94238030002452,92.94238030002452,92.94238030002452,92.94238030002452,92.94238030002452,92.94238030002452,92.94238030002452,92.94238030002452,98.62402180000208,98.7226824000245,104.61539549997542,104.72359019995201,107.70861470000818,107.94471149996389,107.95543959992938,107.95543959992938,107.95543959992938,107.95543959992938,110.40655539999716,2,2.4413522999966517,0.0013627000153064728,110.40692770003807,110.42358299996704,125.90740599995479,125.93411469995044,125.93607429997064,125.93607429997064,126.2070306999376,5,0.26410380005836487,None,126.20739729993511,126.22552849992644,132.20748330000788,132.20750379993115,132.24873190000653,132.24873190000653,138.506910600001,138.506910600001,138.3652331000194,138.50208929996006,138.506910600001,138.506910600001,139.2072324999608,5,0.6933522999752313,None,139.20775629999116,139.2507714999374,139.2507714999374,139.2507714999374,139.2507714999374,139.2507714999374,139.2507714999374,139.2507714999374,139.2507714999374,139.2507714999374,139.2507714999374,139.2507714999374,139.2507714999374,145.7897946999874,None,"['1', '1']","[5.085097000002861, 6.51294849999249]","[0.0009485000045970082, 0.0009074999252334237]",145.79019780003,145.80651699996088,145.80651699996088,145.80651699996088,150.80691439996008,150.80691439996008,150.80691439996008,150.78944339998998,,,,,,,,,,,,RBDCW003_Run1,RBDCW003_Run1,2024-03-27_14h47.19.906,AdvTask_fMRI_masculinePronouns,2023.2.2,60.07008975497797,2024-03-27 14h48.01.187013 -0400,
11,WhiteMale_OutGrp_Swap,Jack,Haoyu,2,INT,"In the next room, the adventurers encounter a massive stone door with intricate runes. The inscription reads, "Solve the riddle to reveal what is behind." ",Haoyu relies on his wit to decipher the riddle. ,"Haoyu correctly deciphers the riddle, causing the stone door to open smoothly. He finds a small room filled with treasure.","Haoyu misinterprets the riddle, instead triggering a magical flash. He takes damage.",Haoyu,6,,,,,0,0,0,0,0,1,1,1,150.80691439996008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.78986279992387,150.80691439996008,150.80691439996008,151.20759080001153,5,0.39315280003938824,None,151.20802130002994,151.23047459998634,157.23322900000494,157.23324550001416,157.24019619997125,157.24019619997125,163.51004520000424,163.51004520000424,163.36353899992537,163.49924050003756,163.51004520000424,163.51004520000424,164.2074011999648,5,0.6901638000272214,None,164.20783999993,164.23942749993876,164.23942749993876,164.23942749993876,164.23942749993876,164.23942749993876,164.23942749993876,164.23942749993876,164.23942749993876,164.23942749993876,164.23942749993876,164.23942749993876,164.23942749993876,170.32009199995082,None,"['1', '1']","[5.267394499969669, 6.057747700018808]","[0.0008986999746412039, 0.00051099993288517]",170.3203419999918,170.3320226999931,170.3320226999931,170.3320226999931,,,,175.32342229993083,,,,,,,,,,,,RBDCW003_Run1,RBDCW003_Run1,2024-03-27_14h47.19.906,AdvTask_fMRI_masculinePronouns,2023.2.2,60.07008975497797,2024-03-27 14h48.01.187013 -0400,
11,WhiteMale_OutGrp_Swap,Jack,Haoyu,3,INT,"The floor is covered in a thick layer of mist. A booming voice announces, "Use your wit to navigate the mist or the mist might bite."",Jack decides to use his intuition to find a way through the mist.,"Jack cleverly observes the patterns in the mist, using his intelligence to discern a safe path and reach the other side unharmed.","Jack's vision is blocked by the mist, causing his to trip,  triggering a hidden trap. He suffers an injury.",Jack,7,,,,,0,0,0,0,0,2,2,2,175.34026430000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.32373940001708,175.34026430000085,175.34026430000085,176.20646190003026,5,0.8600154999876395,None,176.20667510002386,176.22588529996574,182.20696799992584,182.20698549994268,182.25763020000886,182.25763020000886,189.5270712999627,189.5270712999627,189.387619099929,189.5232933999505,189.5270712999627,189.5270712999627,190.20880319993012,5,0.6733894000062719,None,190.20964060002007,190.24486390000675,190.24486390000675,190.24486390000675,190.24486390000675,190.24486390000675,190.24486390000675,190.24486390000675,190.24486390000675,190.24486390000675,190.24486390000675,190.24486390000675,190.24486390000675,193.36194610001985,"['2', '2']",None,,,193.3622839000309,193.3760759999277,193.3760759999277,193.3760759999277,,,,198.37352769996505,"[2.1369375999784097, 3.0920444999355823]","[None, 0.0011635000118985772]",,,,,,,,,,RBDCW003_Run1,RBDCW003_Run1,2024-03-27_14h47.19.906,AdvTask_fMRI_masculinePronouns,2023.2.2,60.07008975497797,2024-03-27 14h48.01.187013 -0400,
11,WhiteMale_OutGrp_Swap,Jack,Haoyu,4,STR,"A gigantic salamander emerges from the shadows, hungry for flesh.",Haoyu tries to climb on the salamander’s back. He wrestles it into a choke hold.,Haoyu chokes the salamander into unconsciousness. He is unharmed in the encounter.,"The salamander’s giant maw bites Haoyu’s arm. He takes damage, but the salamander cowers into its den.",Haoyu,7,,,,,0,0,0,0,0,3,3,3,198.39004249998834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.3739383999491,198.39004249998834,198.39004249998834,199.20744509994984,5,0.810357499984093,None,199.20789820002392,199.2388111000182,205.22541780001484,205.22542869998142,205.2451511999825,205.2451511999825,212.5320337000303,212.5320337000303,212.39358629996423,212.52951929997653,212.5320337000303,212.5320337000303,213.20657859998755,5,0.6683236999670044,None,213.20680189994164,213.2370633999817,213.2370633999817,213.2370633999817,213.2370633999817,213.2370633999817,213.2370633999817,213.2370633999817,213.2370633999817,213.2370633999817,213.2370633999817,213.2370633999817,213.2370633999817,218.3558620000258,"['2', '2']",None,,,218.35612809995655,218.3724600999849,218.3724600999849,218.3724600999849,223.37295280001126,223.37295280001126,223.37295280001126,223.35576790000778,"[3.877742000040598, 5.0878194000106305]","[0.0009536999277770519, 0.000984800048172474]",,,,,,,,,,RBDCW003_Run1,RBDCW003_Run1,2024-03-27_14h47.19.906,AdvTask_fMRI_masculinePronouns,2023.2.2,60.07008975497797,2024-03-27 14h48.01.187013 -0400,
11,WhiteMale_OutGrp_Swap,Jack,Haoyu,5,INT,The floor between the entrance and exit of this chamber is segmented by large tiles with magical symbols. The tiles rest over a sticky tar-like substance. ,Haoyu attempts to rely on his intellect to solve the puzzle of the magical symbols.,Haoyu correctly identifies the sequence of tiles necessary to get across. He is showered by applause from the crowd.,Haoyu repeatedly steps on incorrect tiles but manages to make it across. He loses some valuables from his pack to the tar-like substance.,Haoyu,8,,,,,0,0,0,0,0,4,4,4,223.37295280001126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.35604009998497,223.37295280001126,223.37295280001126,224.20692809997126,5,0.8274497999809682,None,224.2072984999977,224.23235389997717,230.20745879993774,230.2074909999501,230.23890609992668,230.23890609992668,238.4924702999415,238.4924702999415,238.34644140000455,238.48230589996092,238.4924702999415,238.4924702999415,239.20685379998758,5,0.7086155000142753,None,239.20720609999262,239.25325569999404,239.25325569999404,239.25325569999404,239.25325569999404,239.25325569999404,239.25325569999404,239.25325569999404,239.25325569999404,239.25325569999404,239.25325569999404,239.25325569999404,239.25325569999404,244.2978864000179,None,"['1', '1']","[4.298066699993797, 5.017920800019056]","[0.0007922999793663621, 0.000569600029848516]",244.29814189998433,244.30992249993142,244.30992249993142,244.30992249993142,,,,249.3060395999346,,,,,,,,,,,,RBDCW003_Run1,RBDCW003_Run1,2024-03-27_14h47.19.906,AdvTask_fMRI_masculinePronouns,2023.2.2,60.07008975497797,2024-03-27 14h48.01.187013 -0400,
