ConditionCode,Condition,PlayerA,PlayerB,TrialNum,TrialType,EncounterIntro,PlayerAction,RewardFeedback,PunishFeedback,EncounterPlayer,scenDelay,ImageDisarded.thisRepN,ImageDisarded.thisTrialN,ImageDisarded.thisN,ImageDisarded.thisIndex,exp_wrapper.thisRepN,exp_wrapper.thisTrialN,exp_wrapper.thisN,exp_wrapper.thisIndex,Encounters_Loop.thisRepN,Encounters_Loop.thisTrialN,Encounters_Loop.thisN,Encounters_Loop.thisIndex,thisRow.t,notes,Choose_Condition.started,InputSlider_Gender.started,InputSlider_Race.started,InputSlider_InOut.started,InputSlider_Swap.started,ProgressScreen.started,header.started,Choose_Condition.stopped,InputSlider_Gender.response,InputSlider_Gender.rt,InputSlider_Race.response,InputSlider_Race.rt,InputSlider_InOut.response,InputSlider_InOut.rt,InputSlider_Swap.response,InputSlider_Swap.rt,ProgressScreen.numClicks,ProgressScreen.timesOn,ProgressScreen.timesOff,Participant_Name.started,NameInput.started,participantName.started,button.started,Participant_Name.stopped,participantName.text,button.numClicks,button.timesOn,button.timesOff,WaitForScanner_discard.started,SyncPulse_discard.started,fix.started,WaitForScanner_discard.stopped,SyncPulse_discard.keys,SyncPulse_discard.rt,SyncPulse_discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,BaselineFixation.started,Baseline.started,Baseline.stopped,BaselineFixation.stopped,Instructions.started,Instructions_Text.started,Instructions.stopped,Delay.started,movie.started,Delay.stopped,Loading_Screen.started,PlayerLobby.started,Gamemaster.started,playerName.started,player1.started,loading.started,player2.started,loading2.started,player1_box.started,player2_box.started,loading.stopped,player1Reveal.started,loading2.stopped,player2Reveal.started,Loading_Screen.stopped,Loading_Complete.started,loadingComplete.started,textbox.started,next.started,key_response.started,Loading_Complete.stopped,key_response.keys,key_response.rt,key_response.duration,Scenario_Intro.started,intro.started,intro.stopped,Scenario_Intro.stopped,W4S_Encounter.started,SyncPulse_Encounter.started,fix_encounter.started,W4S_Encounter.stopped,SyncPulse_Encounter.keys,SyncPulse_Encounter.rt,SyncPulse_Encounter.duration,Encounter_Intro.started,Encounter_intro.started,Encounter_Intro.stopped,Delay_2.started,movie3.started,ActionPrompt.started,movie3.stopped,ActionPrompt.stopped,Delay_2.stopped,W4S_Action.started,SyncPulse_Action.started,fix_Action.started,W4S_Action.stopped,SyncPulse_Action.keys,SyncPulse_Action.rt,SyncPulse_Action.duration,Player_Action.started,player_action_instructions.started,player_action_keys_punish.started,PlayerAction_text.started,RewardBox.started,PunishBox.started,player_action_keys_reward.started,rewardConfirmText.started,punishConfirmText.started,PunCountFeedback.started,RewCountFeedback.started,PunFeedback.started,RewFeedback.started,Player_Action.stopped,player_action_keys_punish.keys,player_action_keys_punish.rt,player_action_keys_punish.duration,player_action_keys_reward.keys,Feedback.started,Reward_Feedback.started,Punish_Feedback.started,Faster_feedback.started,Reward_Feedback.stopped,Punish_Feedback.stopped,Faster_feedback.stopped,Feedback.stopped,player_action_keys_reward.rt,player_action_keys_reward.duration,Conclusion.started,conclusionText.started,next2.started,keyResp3.started,Conclusion.stopped,keyResp3.keys,keyResp3.rt,keyResp3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,12.249461900035385,,0.0019785999902524054,0.041115400032140315,0.041115400032140315,0.041115400032140315,0.041115400032140315,0.041115400032140315,0.041115400032140315,3.7660326000186615,0,1.451341800042428,0,1.7154148999834433,0,2.007522300002165,0,2.3484679000102915,1,[3.7381524000084028],[3.738158200052567],3.766153500007931,3.772701199981384,3.772701199981384,3.772701199981384,12.233423300029244,Martin,1,[8.466305800015107],[8.466310499992687],12.233941100013908,12.249461900035385,12.249461900035385,81.86627009999938,5,69.60279539995827,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW001,RBDCW001,2024-03-26_11h05.36.866,AdvTask_fMRI_masculinePronouns,2023.2.2,59.93288715126645,2024-03-26 11h05.44.456058 -0400,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,81.8825586999883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.8672169999918,81.8825586999883,81.8825586999883,82.86610590002965,5,0.9704766000504605,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW001,RBDCW001,2024-03-26_11h05.36.866,AdvTask_fMRI_masculinePronouns,2023.2.2,59.93288715126645,2024-03-26 11h05.44.456058 -0400,
,,,,,,,,,,,,2,0,2,0,,,,,,,,,82.88253330002772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.86665560002439,82.88253330002772,82.88253330002772,83.86632580001606,5,0.9705568999634124,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW001,RBDCW001,2024-03-26_11h05.36.866,AdvTask_fMRI_masculinePronouns,2023.2.2,59.93288715126645,2024-03-26 11h05.44.456058 -0400,
,,,,,,,,,,,,3,0,3,0,,,,,,,,,83.88257580000209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.86703369999304,83.88257580000209,83.88257580000209,84.86623370001325,5,0.9707657999824733,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW001,RBDCW001,2024-03-26_11h05.36.866,AdvTask_fMRI_masculinePronouns,2023.2.2,59.93288715126645,2024-03-26 11h05.44.456058 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.86665590002667,84.88262119999854,84.88262119999854,85.86643870000262,5,0.9705728000262752,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW001,RBDCW001,2024-03-26_11h05.36.866,AdvTask_fMRI_masculinePronouns,2023.2.2,59.93288715126645,2024-03-26 11h05.44.456058 -0400,
0,WhiteMale_InGrp,Spencer,Jack,1,STR,"A gate opens in front of the duo, and a menacing mechanical golem with a crossbow becomes activated.",Spencer lunges forward attempting to force his blade through the protective plate.,Spencer’s sword pierces the plate and destroys the construct before it is able to shoot. He is able to proceed uninjured.,Spencer’s sword grazes the exterior plate. He is shot by the crossbow and is injured.,Spencer,6,,,,,0,0,0,0,0,0,0,0,173.2421773999813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.86647740000626,85.88277440000093,101.8989221000229,101.8658397999825,101.87101729999995,101.8989221000229,137.38329179998254,137.38331440003822,137.42432120000012,139.3826266999822,139.54744270001538,139.64119719999144,139.64119719999144,139.64119719999144,139.64119719999144,139.64119719999144,139.64119719999144,139.64119719999144,139.64119719999144,139.64119719999144,145.27887919999193,145.38192960002925,151.2605747000198,151.38123780000024,154.3682154000271,154.63700240000617,154.66263340000296,154.66263340000296,154.66263340000296,154.66263340000296,157.72269100003177,1,3.0394638999714516,0.0009043000172823668,157.72305249999044,157.73188000003574,173.2421773999813,173.21552299999166,173.23971270001493,173.2421773999813,173.2421773999813,173.86573210003553,5,0.611410400015302,None,173.86631130002206,173.89746320003178,179.88400900003035,179.88401929999236,179.8984577000374,179.8984577000374,186.165051900025,186.165051900025,186.02199490001658,186.15880430000834,186.165051900025,186.165051900025,186.86553830001503,5,0.6883840000373311,None,186.86614220001502,186.91763919999357,186.91763919999357,186.91763919999357,186.91763919999357,186.91763919999357,186.91763919999357,186.91763919999357,186.91763919999357,186.91763919999357,186.91763919999357,186.91763919999357,186.91763919999357,194.41546669998206,"['2', '2']","[6.462522200017702, 7.465388800017536]","[0.0008470999891869724, 0.0009629999985918403]",None,194.415874600003,194.43117990001338,194.43117990001338,194.43117990001338,199.43194480001694,199.43194480001694,199.43194480001694,199.41537479998078,,,,,,,,,,,RBDCW001,RBDCW001,2024-03-26_11h05.36.866,AdvTask_fMRI_masculinePronouns,2023.2.2,59.93288715126645,2024-03-26 11h05.44.456058 -0400,
0,WhiteMale_InGrp,Spencer,Jack,2,INT,"In the next room, the adventurers encounter a massive stone door with intricate runes. The inscription reads, "Solve the riddle to reveal what is behind." ",Jack relies on his wit to decipher the riddle. ,"Jack correctly deciphers the riddle, causing the stone door to open smoothly. He finds a small room filled with treasure.","Jack misinterprets the riddle, instead triggering a magical flash. He takes damage.",Jack,6,,,,,0,0,0,0,0,1,1,1,199.43194480001694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.41571229998954,199.43194480001694,199.43194480001694,199.86607849999564,5,0.42162049998296425,None,199.86661850003293,199.90670420002425,205.8778302000137,205.8778406000347,205.90348770003766,205.90348770003766,212.1354756000219,212.1354756000219,211.9934876000043,212.12908029998653,212.1354756000219,212.1354756000219,212.86545109999133,5,0.7177717000013217,None,212.8658393000369,212.90702779998537,212.90702779998537,212.90702779998537,212.90702779998537,212.90702779998537,212.90702779998537,212.90702779998537,212.90702779998537,212.90702779998537,212.90702779998537,212.90702779998537,212.90702779998537,218.2394100999809,None,,,"['1', '1']",218.23974530003034,218.25100580003345,218.25100580003345,218.25100580003345,,,,223.2484717000043,"[4.5011065999860875, 5.2820025000255555]","[0.0009854999952949584, 0.0009726999560371041]",,,,,,,,,RBDCW001,RBDCW001,2024-03-26_11h05.36.866,AdvTask_fMRI_masculinePronouns,2023.2.2,59.93288715126645,2024-03-26 11h05.44.456058 -0400,
0,WhiteMale_InGrp,Spencer,Jack,3,INT,"The floor is covered in a thick layer of mist. A booming voice announces, "Use your wit to navigate the mist or the mist might bite."",Spencer decides to use his intuition to find a way through the mist.,"Spencer cleverly observes the patterns in the mist, using his intelligence to discern a safe path and reach the other side unharmed.","Spencer's vision is blocked by the mist, causing his to trip,  triggering a hidden trap. He suffers an injury.",Spencer,7,,,,,0,0,0,0,0,2,2,2,223.2651140000089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.24884680000832,223.2651140000089,223.2651140000089,223.86514160002116,5,0.5885308000142686,None,223.8654744999949,223.9025078000268,229.89613750000717,229.89614800002892,229.9303237000131,229.9303237000131,237.22147380001843,237.22147380001843,237.07788200001232,237.21492800000124,237.22147380001843,237.22147380001843,238.29897080000956,5,1.073210000002291,0.000909399997908622,238.29941680002958,238.3442641000147,238.3442641000147,238.3442641000147,238.3442641000147,238.3442641000147,238.3442641000147,238.3442641000147,238.3442641000147,238.3442641000147,238.3442641000147,238.3442641000147,238.3442641000147,244.27296020003268,None,,,"['1', '1']",244.27320820000023,244.28714780003065,244.28714780003065,244.28714780003065,,,,249.28164890001062,"[5.661780099966563, 5.877983999962453]","[0.001188900030683726, 0.0010367000359110534]",,,,,,,,,RBDCW001,RBDCW001,2024-03-26_11h05.36.866,AdvTask_fMRI_masculinePronouns,2023.2.2,59.93288715126645,2024-03-26 11h05.44.456058 -0400,
0,WhiteMale_InGrp,Spencer,Jack,4,STR,"A gigantic salamander emerges from the shadows, hungry for flesh.",Jack tries to climb on the salamander’s back. He wrestles it into a choke hold.,Jack chokes the salamander into unconsciousness. He is unharmed in the encounter.,"The salamander’s giant maw bites Jack’s arm. He takes damage, but the salamander cowers into its den.",Jack,7,,,,,0,0,0,0,0,3,3,3,249.29825390002225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.28199600003427,249.29825390002225,249.29825390002225,249.8649953000131,5,0.5548918999847956,None,249.86529670003802,249.8992282000254,255.8976868999889,255.89769750001142,255.9271010000375,255.9271010000375,263.17830030003097,263.17830030003097,263.03573539998615,263.1726834999863,263.17830030003097,263.17830030003097,263.86540350003634,5,0.6754016000195406,None,263.86584610003047,263.91905140003655,263.91905140003655,263.91905140003655,263.91905140003655,263.91905140003655,263.91905140003655,263.91905140003655,263.91905140003655,263.91905140003655,263.91905140003655,263.91905140003655,263.91905140003655,270.9051419000025,None,,,"['1', '1']",270.9053942000028,270.91575779998675,270.91575779998675,270.91575779998675,275.9144728999818,275.9144728999818,275.9144728999818,275.8993819000316,"[6.594035000016447, 6.917988499975763]","[0.0009644999518059194, 0.0009238999919034541]",,,,,,,,,RBDCW001,RBDCW001,2024-03-26_11h05.36.866,AdvTask_fMRI_masculinePronouns,2023.2.2,59.93288715126645,2024-03-26 11h05.44.456058 -0400,
0,WhiteMale_InGrp,Spencer,Jack,5,INT,The floor between the entrance and exit of this chamber is segmented by large tiles with magical symbols. The tiles rest over a sticky tar-like substance. ,Jack attempts to rely on his intellect to solve the puzzle of the magical symbols.,Jack correctly identifies the sequence of tiles necessary to get across. He is showered by applause from the crowd.,Jack repeatedly steps on incorrect tiles but manages to make it across. He loses some valuables from his pack to the tar-like substance.,Jack,8,,,,,0,0,0,0,0,4,4,4,275.9144728999818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.8995836999966,275.9144728999818,275.9144728999818,276.8649751000339,5,0.9389873000327498,None,276.865308700013,276.9117725000251,282.9050386000308,282.9050484999898,282.92621760000475,282.92621760000475,291.1913793000276,291.1913793000276,291.05221140000504,291.18878989998484,291.1913793000276,291.1913793000276,291.8650414000149,5,0.6631845000083558,None,291.8654827999999,291.916245600034,291.916245600034,291.916245600034,291.916245600034,291.916245600034,291.916245600034,291.916245600034,291.916245600034,291.916245600034,291.916245600034,291.916245600034,291.916245600034,296.91737069998635,"['2', '2']","[4.204846000007819, 4.9279031999758445]","[0.0009141999762505293, 0.000971500005107373]",None,296.91762630001176,296.93083660001867,296.93083660001867,296.93083660001867,301.93095390003873,301.93095390003873,301.93095390003873,301.9145879999851,,,,,,,,,,,RBDCW001,RBDCW001,2024-03-26_11h05.36.866,AdvTask_fMRI_masculinePronouns,2023.2.2,59.93288715126645,2024-03-26 11h05.44.456058 -0400,
