ConditionCode,Condition,PlayerA,PlayerB,TrialNum,TrialType,EncounterIntro,PlayerAction,RewardFeedback,PunishFeedback,EncounterPlayer,scenDelay,ImageDisarded.thisRepN,ImageDisarded.thisTrialN,ImageDisarded.thisN,ImageDisarded.thisIndex,exp_wrapper.thisRepN,exp_wrapper.thisTrialN,exp_wrapper.thisN,exp_wrapper.thisIndex,Encounters_Loop.thisRepN,Encounters_Loop.thisTrialN,Encounters_Loop.thisN,Encounters_Loop.thisIndex,thisRow.t,notes,Choose_Condition.started,InputSlider_Gender.started,InputSlider_Race.started,InputSlider_InOut.started,InputSlider_Swap.started,ProgressScreen.started,header.started,Choose_Condition.stopped,InputSlider_Gender.response,InputSlider_Gender.rt,InputSlider_Race.response,InputSlider_Race.rt,InputSlider_InOut.response,InputSlider_InOut.rt,InputSlider_Swap.response,InputSlider_Swap.rt,ProgressScreen.numClicks,ProgressScreen.timesOn,ProgressScreen.timesOff,Participant_Name.started,NameInput.started,participantName.started,button.started,Participant_Name.stopped,participantName.text,button.numClicks,button.timesOn,button.timesOff,WaitForScanner_discard.started,SyncPulse_discard.started,fix.started,WaitForScanner_discard.stopped,SyncPulse_discard.keys,SyncPulse_discard.rt,SyncPulse_discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,BaselineFixation.started,Baseline.started,Baseline.stopped,BaselineFixation.stopped,Instructions.started,Instructions_Text.started,Instructions.stopped,Delay.started,movie.started,Delay.stopped,Loading_Screen.started,PlayerLobby.started,Gamemaster.started,playerName.started,player1.started,loading.started,player2.started,loading2.started,player1_box.started,player2_box.started,loading.stopped,player1Reveal.started,loading2.stopped,player2Reveal.started,Loading_Screen.stopped,Loading_Complete.started,loadingComplete.started,textbox.started,next.started,key_response.started,Loading_Complete.stopped,key_response.keys,key_response.rt,key_response.duration,Scenario_Intro.started,intro.started,intro.stopped,Scenario_Intro.stopped,W4S_Encounter.started,SyncPulse_Encounter.started,fix_encounter.started,W4S_Encounter.stopped,SyncPulse_Encounter.keys,SyncPulse_Encounter.rt,SyncPulse_Encounter.duration,Encounter_Intro.started,Encounter_intro.started,Encounter_intro.stopped,Encounter_Intro.stopped,Delay_2.started,movie3.started,ActionPrompt.started,movie3.stopped,ActionPrompt.stopped,Delay_2.stopped,W4S_Action.started,SyncPulse_Action.started,fix_Action.started,W4S_Action.stopped,SyncPulse_Action.keys,SyncPulse_Action.rt,SyncPulse_Action.duration,Player_Action.started,player_action_instructions.started,player_action_keys_punish.started,PlayerAction_text.started,RewardBox.started,PunishBox.started,player_action_keys_reward.started,rewardConfirmText.started,punishConfirmText.started,PunCountFeedback.started,RewCountFeedback.started,PunFeedback.started,RewFeedback.started,Player_Action.stopped,player_action_keys_punish.keys,player_action_keys_reward.keys,player_action_keys_reward.rt,player_action_keys_reward.duration,Feedback.started,Reward_Feedback.started,Punish_Feedback.started,Faster_feedback.started,Reward_Feedback.stopped,Punish_Feedback.stopped,Faster_feedback.stopped,Feedback.stopped,player_action_keys_punish.rt,player_action_keys_punish.duration,Conclusion.started,conclusionText.started,next2.started,keyResp3.started,Conclusion.stopped,keyResp3.keys,keyResp3.rt,keyResp3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,24.47781449998729,,0.0018228000262752175,0.0401484000030905,0.0401484000030905,0.0401484000030905,0.0401484000030905,0.0401484000030905,0.0401484000030905,4.859290899941698,1,1.7844344000332057,0,2.473353400011547,1,3.6581595999887213,0,4.31820500001777,1,[4.831517299986444],[4.831523300032131],4.859422800014727,4.866767299943604,4.866767299943604,4.866767299943604,24.46145149995573,Brittany,1,[19.6011276000645],[19.601132299983874],24.46196600003168,24.47781449998729,24.47781449998729,39.328724800026976,5,14.849265199969523,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_09h52.26.403,AdvTask_fMRI_masculinePronouns,2023.2.2,59.826002054005954,2024-03-27 09h53.06.587666 -0400,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,39.344982799957506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.329563300008886,39.344982799957506,39.344982799957506,40.32844339997973,5,0.9820530000142753,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_09h52.26.403,AdvTask_fMRI_masculinePronouns,2023.2.2,59.826002054005954,2024-03-27 09h53.06.587666 -0400,
,,,,,,,,,,,,2,0,2,0,,,,,,,,,40.34485080000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.329059800016694,40.34485080000013,40.34485080000013,41.32882239995524,5,0.9821343999356031,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_09h52.26.403,AdvTask_fMRI_masculinePronouns,2023.2.2,59.826002054005954,2024-03-27 09h53.06.587666 -0400,
,,,,,,,,,,,,3,0,3,0,,,,,,,,,41.34495759999845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.329545699991286,41.34495759999845,41.34495759999845,42.32836659997702,5,0.982030599960126,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_09h52.26.403,AdvTask_fMRI_masculinePronouns,2023.2.2,59.826002054005954,2024-03-27 09h53.06.587666 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.328748899977654,42.34490170003846,42.34490170003846,43.32827539998107,5,0.9820709999185055,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_09h52.26.403,AdvTask_fMRI_masculinePronouns,2023.2.2,59.826002054005954,2024-03-27 09h53.06.587666 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,1,STR,"A gate opens in front of the duo, and a menacing mechanical golem with a crossbow becomes activated.",Yuxi lunges forward attempting to force her blade through the protective plate.,Yuxi’s sword pierces the plate and destroys the construct before it is able to shoot. She is able to proceed uninjured.,Yuxi’s sword grazes the exterior plate. She is shot by the crossbow and is injured.,Yuxi,6,,,,,0,0,0,0,0,0,0,0,130.2892930000089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.32830529997591,43.34476350003388,59.34790139994584,59.3284682999365,59.34173049998935,59.34790139994584,94.84498900000472,94.8450087000383,94.87579510000069,96.82856589998119,96.93416469998192,97.01966779993381,97.01966779993381,97.01966779993381,97.01966779993381,97.01966779993381,97.01966779993381,97.01966779993381,97.01966779993381,97.01966779993381,102.64741239999421,102.8428715999471,108.71137689996976,108.83072399999946,111.82853669999167,112.05674489994999,112.08218429994304,112.08218429994304,112.08218429994304,112.08218429994304,114.7603174999822,1,2.669057400082238,0.0011382999364286661,114.76076009997632,114.7773954999866,130.2892930000089,130.26072379993275,130.287437699968,130.2892930000089,130.2892930000089,130.32737950002775,5,0.03762089996598661,None,130.3277034999337,130.3441545999376,136.35483399999794,136.32805400004145,136.32806850003544,136.35483399999794,136.35483399999794,142.61234969994985,142.61234969994985,142.4652083000401,142.60048889997415,142.61234969994985,142.61234969994985,143.3432662000414,5,0.7156335000181571,None,143.34357239992823,143.3696048000129,143.3696048000129,143.3696048000129,143.3696048000129,143.3696048000129,143.3696048000129,143.3696048000129,143.3696048000129,143.3696048000129,143.3696048000129,143.3696048000129,143.3696048000129,151.21009269997012,None,"['1', '1']","[6.458284799940884, 7.815283300005831]","[0.0009602999780327082, 0.000992199988104403]",151.2105532999849,151.2266185999615,151.2266185999615,151.2266185999615,156.22730569995474,156.22730569995474,156.22730569995474,156.21057440002915,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_09h52.26.403,AdvTask_fMRI_masculinePronouns,2023.2.2,59.826002054005954,2024-03-27 09h53.06.587666 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,2,INT,"In the next room, the adventurers encounter a massive stone door with intricate runes. The inscription reads, "Solve the riddle to reveal what is behind." ",Emma relies on her wit to decipher the riddle. ,"Emma correctly deciphers the riddle, causing the stone door to open smoothly. She finds a small room filled with treasure.","Emma misinterprets the riddle, instead triggering a magical flash. She takes damage.",Emma,6,,,,,0,0,0,0,0,1,1,1,156.22730569995474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.21088319993578,156.22730569995474,156.22730569995474,156.34592270001303,5,0.1006715000839904,None,156.3461594999535,156.3601582000265,162.367081400007,162.34408119996078,162.3440905000316,162.367081400007,162.367081400007,168.66838819999248,168.66838819999248,168.52969260001555,168.6655092999572,168.66838819999248,168.66838819999248,169.36104190000333,5,0.6870198999531567,0.0008941000560298562,169.36138609994669,169.39559430000372,169.39559430000372,169.39559430000372,169.39559430000372,169.39559430000372,169.39559430000372,169.39559430000372,169.39559430000372,169.39559430000372,169.39559430000372,169.39559430000372,169.39559430000372,176.79805780004244,"['2', '2']",None,,,176.7984107999364,176.81096070003696,176.81096070003696,176.81096070003696,181.81095469999127,181.81095469999127,181.81095469999127,181.79444510000758,"[6.543439500033855, 7.371365700033493]","[0.0009247999405488372, 0.0009467999916523695]",,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_09h52.26.403,AdvTask_fMRI_masculinePronouns,2023.2.2,59.826002054005954,2024-03-27 09h53.06.587666 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,3,INT,"The floor is covered in a thick layer of mist. A booming voice announces, "Use your wit to navigate the mist or the mist might bite."",Yuxi decides to use her intuition to find a way through the mist.,"Yuxi cleverly observes the patterns in the mist, using her intelligence to discern a safe path and reach the other side unharmed.","Yuxi's vision is blocked by the mist, causing her to trip,  triggering a hidden trap. She suffers an injury.",Yuxi,7,,,,,0,0,0,0,0,2,2,2,181.81095469999127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.79484670003876,181.81095469999127,181.81095469999127,182.3531807999825,5,0.5172260999679565,0.01969220000319183,182.35336389997974,182.36208759993315,,188.3647944999393,188.36480710003525,188.37652019993402,188.37652019993402,195.66016590001527,195.66016590001527,195.5170854999451,195.65346149995457,195.66016590001527,195.66016590001527,196.32853759999853,5,0.667959599988535,None,196.3291246999288,196.3697490999475,196.3697490999475,196.3697490999475,196.3697490999475,196.3697490999475,196.3697490999475,196.3697490999475,196.3697490999475,196.3697490999475,196.3697490999475,196.3697490999475,196.3697490999475,201.42804679996334,"['2', '2']",None,,,201.4283076999709,201.4430525000207,201.4430525000207,201.4430525000207,206.44368649995886,206.44368649995886,206.44368649995886,206.42698889994062,"[4.521170100080781, 5.023505500052124]","[0.001047199941240251, 0.0008746000239625573]",,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_09h52.26.403,AdvTask_fMRI_masculinePronouns,2023.2.2,59.826002054005954,2024-03-27 09h53.06.587666 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,4,STR,"A gigantic salamander emerges from the shadows, hungry for flesh.",Emma tries to climb on the salamander’s back. She wrestles it into a choke hold.,Emma chokes the salamander into unconsciousness. She is unharmed in the encounter.,"The salamander’s giant maw bites Emma’s arm. She takes damage, but the salamander cowers into its den.",Emma,7,,,,,0,0,0,0,0,3,3,3,206.44368649995886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.42724119999912,206.44368649995886,206.44368649995886,207.34934309998062,5,0.8843499000649899,0.019852999947033823,207.349534100038,207.3598406999372,213.3888793999795,213.3437183999922,213.34372839995194,213.3888793999795,213.3888793999795,220.66329129994847,220.66329129994847,220.52015460003167,220.65689019998536,220.66329129994847,220.66329129994847,221.35127859993372,5,0.6648453999077901,0.019755400018766522,221.35147540003527,221.36832270002924,221.36832270002924,221.36832270002924,221.36832270002924,221.36832270002924,221.36832270002924,221.36832270002924,221.36832270002924,221.36832270002924,221.36832270002924,221.36832270002924,221.36832270002924,225.74998079997022,None,"['1', '1']","[3.7396721999393776, 4.356698099989444]","[0.0009025000035762787, 0.000838699983432889]",225.75022749998607,225.76070730003994,225.76070730003994,225.76070730003994,,,,230.76025239995215,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_09h52.26.403,AdvTask_fMRI_masculinePronouns,2023.2.2,59.826002054005954,2024-03-27 09h53.06.587666 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,5,INT,The floor between the entrance and exit of this chamber is segmented by large tiles with magical symbols. The tiles rest over a sticky tar-like substance. ,Emma attempts to rely on her intellect to solve the puzzle of the magical symbols.,Emma correctly identifies the sequence of tiles necessary to get across. She is showered by applause from the crowd.,Emma repeatedly steps on incorrect tiles but manages to make it across. She loses some valuables from her pack to the tar-like substance.,Emma,8,,,,,0,0,0,0,0,4,4,4,230.7768412999576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.7605738999555,230.7768412999576,230.7768412999576,231.35466369998176,5,0.5512253999477252,0.01988469995558262,231.35485929995775,231.36388319998514,237.38469999993686,237.3526428999612,237.3526528000366,237.38469999993686,237.38469999993686,245.67800850002095,245.67800850002095,245.53742229996715,245.67252989998087,245.67800850002095,245.67800850002095,246.35297479992732,5,0.6500154000241309,0.019932399969547987,246.3531947999727,246.3696190000046,246.3696190000046,246.3696190000046,246.3696190000046,246.3696190000046,246.3696190000046,246.3696190000046,246.3696190000046,246.3696190000046,246.3696190000046,246.3696190000046,246.3696190000046,250.83412370004226,None,"['1', '1']","[3.5532753000734374, 4.439259000006132]","[0.0010502999648451805, None]",250.83437289996073,250.8467321000062,250.8467321000062,250.8467321000062,,,,255.84327579999808,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_09h52.26.403,AdvTask_fMRI_masculinePronouns,2023.2.2,59.826002054005954,2024-03-27 09h53.06.587666 -0400,
