ConditionCode,Condition,PlayerA,PlayerB,TrialNum,TrialType,EncounterIntro,PlayerAction,RewardFeedback,PunishFeedback,EncounterPlayer,scenDelay,ImageDisarded.thisRepN,ImageDisarded.thisTrialN,ImageDisarded.thisN,ImageDisarded.thisIndex,exp_wrapper.thisRepN,exp_wrapper.thisTrialN,exp_wrapper.thisN,exp_wrapper.thisIndex,Encounters_Loop.thisRepN,Encounters_Loop.thisTrialN,Encounters_Loop.thisN,Encounters_Loop.thisIndex,thisRow.t,notes,Choose_Condition.started,InputSlider_Gender.started,InputSlider_Race.started,InputSlider_InOut.started,InputSlider_Swap.started,ProgressScreen.started,header.started,Choose_Condition.stopped,InputSlider_Gender.response,InputSlider_Gender.rt,InputSlider_Race.response,InputSlider_Race.rt,InputSlider_InOut.response,InputSlider_InOut.rt,InputSlider_Swap.response,InputSlider_Swap.rt,ProgressScreen.numClicks,ProgressScreen.timesOn,ProgressScreen.timesOff,Participant_Name.started,NameInput.started,participantName.started,button.started,Participant_Name.stopped,participantName.text,button.numClicks,button.timesOn,button.timesOff,WaitForScanner_discard.started,SyncPulse_discard.started,fix.started,WaitForScanner_discard.stopped,SyncPulse_discard.keys,SyncPulse_discard.rt,SyncPulse_discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,BaselineFixation.started,Baseline.started,Baseline.stopped,BaselineFixation.stopped,Instructions.started,Instructions_Text.started,Instructions.stopped,Delay.started,movie.started,Delay.stopped,Loading_Screen.started,PlayerLobby.started,Gamemaster.started,playerName.started,player1.started,loading.started,player2.started,loading2.started,player1_box.started,player2_box.started,loading.stopped,player1Reveal.started,loading2.stopped,player2Reveal.started,Loading_Screen.stopped,Loading_Complete.started,loadingComplete.started,textbox.started,next.started,key_response.started,Loading_Complete.stopped,key_response.keys,key_response.rt,key_response.duration,Scenario_Intro.started,intro.started,intro.stopped,Scenario_Intro.stopped,W4S_Encounter.started,SyncPulse_Encounter.started,fix_encounter.started,W4S_Encounter.stopped,SyncPulse_Encounter.keys,SyncPulse_Encounter.rt,SyncPulse_Encounter.duration,Encounter_Intro.started,Encounter_intro.started,Encounter_Intro.stopped,Delay_2.started,movie3.started,ActionPrompt.started,movie3.stopped,ActionPrompt.stopped,Delay_2.stopped,W4S_Action.started,SyncPulse_Action.started,fix_Action.started,W4S_Action.stopped,SyncPulse_Action.keys,SyncPulse_Action.rt,SyncPulse_Action.duration,Player_Action.started,player_action_instructions.started,player_action_keys_punish.started,PlayerAction_text.started,RewardBox.started,PunishBox.started,player_action_keys_reward.started,rewardConfirmText.started,punishConfirmText.started,PunCountFeedback.started,RewCountFeedback.started,PunFeedback.started,RewFeedback.started,Player_Action.stopped,player_action_keys_punish.keys,player_action_keys_punish.rt,player_action_keys_punish.duration,player_action_keys_reward.keys,Feedback.started,Reward_Feedback.started,Punish_Feedback.started,Faster_feedback.started,Feedback.stopped,player_action_keys_reward.rt,player_action_keys_reward.duration,Reward_Feedback.stopped,Punish_Feedback.stopped,Faster_feedback.stopped,Conclusion.started,conclusionText.started,next2.started,keyResp3.started,Conclusion.stopped,keyResp3.keys,keyResp3.rt,keyResp3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,11.740145899995696,,0.0020944999996572733,0.04345610000018496,0.04345610000018496,0.04345610000018496,0.04345610000018496,0.04345610000018496,0.04345610000018496,6.806218899990199,1,2.9024088000005577,1,3.3352782000001753,1,5.579576999996789,1,5.996565399997053,1,[6.7771225000033155],[6.777128600006108],6.806324699995457,6.813495900001726,6.813495900001726,6.813495900001726,11.724178599994048,Wenjun,1,[4.916797899990343],[4.91680279999855],11.724838099995395,11.740145899995696,11.740145899995696,27.14121509999677,5,15.394354799995199,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW006_Run1,RBDCW006_Run1,2024-04-02_11h01.23.018,AdvTask_fMRI_masculinePronouns,2023.2.2,60.052053119263846,2024-04-02 11h01.59.858680 -0400,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,27.157359399992856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.142188500001794,27.157359399992856,27.157359399992856,28.14125509999576,5,0.9762063000089256,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW006_Run1,RBDCW006_Run1,2024-04-02_11h01.23.018,AdvTask_fMRI_masculinePronouns,2023.2.2,60.052053119263846,2024-04-02 11h01.59.858680 -0400,
,,,,,,,,,,,,2,0,2,0,,,,,,,,,28.15773769999214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.141981900000246,28.15773769999214,28.15773769999214,29.14122900000075,5,0.9755719000095269,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW006_Run1,RBDCW006_Run1,2024-04-02_11h01.23.018,AdvTask_fMRI_masculinePronouns,2023.2.2,60.052053119263846,2024-04-02 11h01.59.858680 -0400,
,,,,,,,,,,,,3,0,3,0,,,,,,,,,29.157479399989825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.14194519999728,29.157479399989825,29.157479399989825,30.141443899992737,5,0.9761403000011342,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW006_Run1,RBDCW006_Run1,2024-04-02_11h01.23.018,AdvTask_fMRI_masculinePronouns,2023.2.2,60.052053119263846,2024-04-02 11h01.59.858680 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.14195550000295,30.157207500000368,30.157207500000368,31.14171549999446,5,0.9768298999988474,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW006_Run1,RBDCW006_Run1,2024-04-02_11h01.23.018,AdvTask_fMRI_masculinePronouns,2023.2.2,60.052053119263846,2024-04-02 11h01.59.858680 -0400,
1111,ChineseFemale_OutGrp_Swap,Yuxi,Emma,1,STR,"A gate opens in front of the duo, and a menacing mechanical golem with a crossbow becomes activated.",Yuxi lunges forward attempting to force her blade through the protective plate.,Yuxi’s sword pierces the plate and destroys the construct before it is able to shoot. She is able to proceed uninjured.,Yuxi’s sword grazes the exterior plate. She is shot by the crossbow and is injured.,Yuxi,6,,,,,0,0,0,0,0,0,0,0,121.18257959999028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.141762300001574,31.15725720000046,47.16151350000291,47.14119559999381,47.15477249999822,47.16151350000291,82.65724970000156,82.65726829999767,82.68779939999513,84.65754339999694,84.81538780000119,84.92366529999708,84.92366529999708,84.92366529999708,84.92366529999708,84.92366529999708,84.92366529999708,84.92366529999708,84.92366529999708,84.92366529999708,90.59766189999937,90.64283479998994,96.52897240000311,96.65627789999417,99.64513429999352,99.85926230000041,99.86993980000261,99.86993980000261,99.86993980000261,99.86993980000261,105.65587659999437,1,5.774091400002362,0.00142529999720864,105.65637789999892,105.67304439999862,121.18257959999028,121.15590050000174,121.1806593999936,121.18257959999028,121.18257959999028,122.13975960000244,5,0.951197400005185,None,122.14025260000199,122.1624332999927,128.15855579999334,128.15856820000045,128.18551569999545,128.18551569999545,134.45807789999526,134.45807789999526,134.31002720000106,134.44640099999378,134.45807789999526,134.45807789999526,135.14036750000378,5,0.6753218999947421,None,135.1410109999997,135.1868955999962,135.1868955999962,135.1868955999962,135.1868955999962,135.1868955999962,135.1868955999962,135.1868955999962,135.1868955999962,135.1868955999962,135.1868955999962,135.1868955999962,135.1868955999962,141.78721460000088,"['2', '2']","[6.068099800002528, 6.569226899999194]","[None, 0.0010965999972540885]",None,141.78762649999408,141.80282549999538,141.80282549999538,141.80282549999538,146.78980649998994,,,,,,,,,,,,,,RBDCW006_Run1,RBDCW006_Run1,2024-04-02_11h01.23.018,AdvTask_fMRI_masculinePronouns,2023.2.2,60.052053119263846,2024-04-02 11h01.59.858680 -0400,
1111,ChineseFemale_OutGrp_Swap,Yuxi,Emma,2,INT,"In the next room, the adventurers encounter a massive stone door with intricate runes. The inscription reads, "Solve the riddle to reveal what is behind." ",Emma relies on her wit to decipher the riddle. ,"Emma correctly deciphers the riddle, causing the stone door to open smoothly. She finds a small room filled with treasure.","Emma misinterprets the riddle, instead triggering a magical flash. She takes damage.",Emma,6,,,,,0,0,0,0,0,1,1,1,146.8061153000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.79020380000293,146.8061153000017,146.8061153000017,147.1411972999922,5,0.32748959999298677,None,147.14181919999828,147.1700339999952,153.1599481000012,153.1599586999946,153.19505090000166,153.19505090000166,159.49933679999958,159.49933679999958,159.3577101999981,159.49283219999052,159.49933679999958,159.49933679999958,160.13953960000072,5,0.6341596999991452,None,160.13977259999956,160.16757669999788,160.16757669999788,160.16757669999788,160.16757669999788,160.16757669999788,160.16757669999788,160.16757669999788,160.16757669999788,160.16757669999788,160.16757669999788,160.16757669999788,160.16757669999788,164.51459779999277,None,,,"['1', '1']",164.51493569999002,164.52623259999382,164.52623259999382,164.52623259999382,169.52275570000347,"[3.4444180999998935, 4.312428599994746]","[0.0008640000014565885, 0.0009141000045929104]",,,,,,,,,,,,RBDCW006_Run1,RBDCW006_Run1,2024-04-02_11h01.23.018,AdvTask_fMRI_masculinePronouns,2023.2.2,60.052053119263846,2024-04-02 11h01.59.858680 -0400,
1111,ChineseFemale_OutGrp_Swap,Yuxi,Emma,3,INT,"The floor is covered in a thick layer of mist. A booming voice announces, "Use your wit to navigate the mist or the mist might bite."",Yuxi decides to use her intuition to find a way through the mist.,"Yuxi cleverly observes the patterns in the mist, using her intelligence to discern a safe path and reach the other side unharmed.","Yuxi's vision is blocked by the mist, causing her to trip,  triggering a hidden trap. She suffers an injury.",Yuxi,7,,,,,0,0,0,0,0,2,2,2,169.53951659999439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.52313590000267,169.53951659999439,169.53951659999439,170.14065269999264,5,0.5938653000048362,None,170.14116020000074,170.17539799999213,176.1555812000006,176.15559270000085,176.19296149999718,176.19296149999718,183.47660120000364,183.47660120000364,183.33608890000323,183.47147019999102,183.47660120000364,183.47660120000364,184.14039479999337,5,0.6576839000044856,None,184.1409171999985,184.1757987000019,184.1757987000019,184.1757987000019,184.1757987000019,184.1757987000019,184.1757987000019,184.1757987000019,184.1757987000019,184.1757987000019,184.1757987000019,184.1757987000019,184.1757987000019,189.72857269999804,None,,,"['1', '1']",189.72883199999342,189.74252250000427,189.74252250000427,189.74252250000427,194.73879730000044,"[4.589201399998274, 5.526079300005222]","[0.0008668999944347888, 0.0009492999961366877]",,,,,,,,,,,,RBDCW006_Run1,RBDCW006_Run1,2024-04-02_11h01.23.018,AdvTask_fMRI_masculinePronouns,2023.2.2,60.052053119263846,2024-04-02 11h01.59.858680 -0400,
1111,ChineseFemale_OutGrp_Swap,Yuxi,Emma,4,STR,"A gigantic salamander emerges from the shadows, hungry for flesh.",Emma tries to climb on the salamander’s back. She wrestles it into a choke hold.,Emma chokes the salamander into unconsciousness. She is unharmed in the encounter.,"The salamander’s giant maw bites Emma’s arm. She takes damage, but the salamander cowers into its den.",Emma,7,,,,,0,0,0,0,0,3,3,3,194.75567070000398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.7390704999998,194.75567070000398,194.75567070000398,195.13928019999003,5,0.3784721999982139,None,195.1395102999959,195.16135409999697,201.1396342999942,201.13965369999642,201.19833199999994,201.19833199999994,208.4852050999907,208.4852050999907,208.34677699999884,208.4822245999967,208.4852050999907,208.4852050999907,209.13999250000052,5,0.6500191000086488,None,209.14044370000192,209.18344480000087,209.18344480000087,209.18344480000087,209.18344480000087,209.18344480000087,209.18344480000087,209.18344480000087,209.18344480000087,209.18344480000087,209.18344480000087,209.18344480000087,209.18344480000087,216.11304549999477,"['2', '2']","[6.2474420000071405, 6.9053922000020975]","[0.0009852999937720597, None]",None,216.1132976999943,216.12400139999227,216.12400139999227,216.12400139999227,221.12231769999198,,,,,,,,,,,,,,RBDCW006_Run1,RBDCW006_Run1,2024-04-02_11h01.23.018,AdvTask_fMRI_masculinePronouns,2023.2.2,60.052053119263846,2024-04-02 11h01.59.858680 -0400,
1111,ChineseFemale_OutGrp_Swap,Yuxi,Emma,5,INT,The floor between the entrance and exit of this chamber is segmented by large tiles with magical symbols. The tiles rest over a sticky tar-like substance. ,Emma attempts to rely on her intellect to solve the puzzle of the magical symbols.,Emma correctly identifies the sequence of tiles necessary to get across. She is showered by applause from the crowd.,Emma repeatedly steps on incorrect tiles but manages to make it across. She loses some valuables from her pack to the tar-like substance.,Emma,8,,,,,0,0,0,0,0,4,4,4,221.13855940000212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.12261639999633,221.13855940000212,221.13855940000212,222.13928629999282,5,0.9961139000079129,None,222.13963170000352,222.17397139999957,228.15806459999294,228.15807510000013,228.171611999991,228.171611999991,236.436472699992,236.436472699992,236.2940605999902,236.42995199999132,236.436472699992,236.436472699992,237.1395474000019,5,0.6975791000004392,None,237.13999100000365,237.18569050000224,237.18569050000224,237.18569050000224,237.18569050000224,237.18569050000224,237.18569050000224,237.18569050000224,237.18569050000224,237.18569050000224,237.18569050000224,237.18569050000224,237.18569050000224,242.93816409999272,None,,,"['1', '1']",242.9384138000023,242.95482909999555,242.95482909999555,242.95482909999555,247.93885500000033,"[5.2502845999988494, 5.720204900004319]","[0.0009827000030782074, 0.0008550999918952584]",,,,,,,,,,,,RBDCW006_Run1,RBDCW006_Run1,2024-04-02_11h01.23.018,AdvTask_fMRI_masculinePronouns,2023.2.2,60.052053119263846,2024-04-02 11h01.59.858680 -0400,
