ConditionCode,Condition,PlayerA,PlayerB,TrialNum,TrialType,EncounterIntro,PlayerAction,RewardFeedback,PunishFeedback,EncounterPlayer,scenDelay,ImageDisarded.thisRepN,ImageDisarded.thisTrialN,ImageDisarded.thisN,ImageDisarded.thisIndex,exp_wrapper.thisRepN,exp_wrapper.thisTrialN,exp_wrapper.thisN,exp_wrapper.thisIndex,Encounters_Loop.thisRepN,Encounters_Loop.thisTrialN,Encounters_Loop.thisN,Encounters_Loop.thisIndex,thisRow.t,notes,Choose_Condition.started,InputSlider_Gender.started,InputSlider_Race.started,InputSlider_InOut.started,InputSlider_Swap.started,ProgressScreen.started,header.started,Choose_Condition.stopped,InputSlider_Gender.response,InputSlider_Gender.rt,InputSlider_Race.response,InputSlider_Race.rt,InputSlider_InOut.response,InputSlider_InOut.rt,InputSlider_Swap.response,InputSlider_Swap.rt,ProgressScreen.numClicks,ProgressScreen.timesOn,ProgressScreen.timesOff,Participant_Name.started,NameInput.started,participantName.started,button.started,Participant_Name.stopped,participantName.text,button.numClicks,button.timesOn,button.timesOff,WaitForScanner_discard.started,SyncPulse_discard.started,fix.started,WaitForScanner_discard.stopped,SyncPulse_discard.keys,SyncPulse_discard.rt,SyncPulse_discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,BaselineFixation.started,Baseline.started,BaselineFixation.stopped,Instructions.started,Instructions_Text.started,Instructions.stopped,Delay.started,movie.started,Delay.stopped,Loading_Screen.started,PlayerLobby.started,Gamemaster.started,playerName.started,player1.started,loading.started,player2.started,loading2.started,player1_box.started,player2_box.started,loading.stopped,player1Reveal.started,loading2.stopped,player2Reveal.started,player1Reveal.stopped,player2Reveal.stopped,Loading_Screen.stopped,Loading_Complete.started,loadingComplete.started,textbox.started,next.started,key_response.started,Loading_Complete.stopped,key_response.keys,key_response.rt,key_response.duration,Scenario_Intro.started,intro.started,intro.stopped,Scenario_Intro.stopped,W4S_Encounter.started,SyncPulse_Encounter.started,fix_encounter.started,W4S_Encounter.stopped,SyncPulse_Encounter.keys,SyncPulse_Encounter.rt,SyncPulse_Encounter.duration,Encounter_Intro.started,Encounter_intro.started,Encounter_Intro.stopped,Delay_2.started,movie3.started,ActionPrompt.started,movie3.stopped,ActionPrompt.stopped,Delay_2.stopped,W4S_Action.started,SyncPulse_Action.started,fix_Action.started,W4S_Action.stopped,SyncPulse_Action.keys,SyncPulse_Action.rt,SyncPulse_Action.duration,Player_Action.started,player_action_instructions.started,player_action_keys_punish.started,PlayerAction_text.started,RewardBox.started,PunishBox.started,player_action_keys_reward.started,rewardConfirmText.started,punishConfirmText.started,prog_Punish.started,prog_Reward.started,PunCountFeedback.started,RewCountFeedback.started,PunFeedback.started,RewFeedback.started,Player_Action.stopped,player_action_keys_punish.keys,player_action_keys_punish.rt,player_action_keys_punish.duration,player_action_keys_reward.keys,Feedback.started,Reward_Feedback.started,Punish_Feedback.started,Faster_feedback.started,Reward_Feedback.stopped,Punish_Feedback.stopped,Faster_feedback.stopped,Feedback.stopped,player_action_keys_reward.rt,player_action_keys_reward.duration,Conclusion.started,conclusionText.started,next2.started,keyResp3.started,Conclusion.stopped,keyResp3.keys,keyResp3.rt,keyResp3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,8.863103800002136,,0.001656300009926781,0.04173510000691749,0.04173510000691749,0.04173510000691749,0.04173510000691749,0.04173510000691749,0.04173510000691749,4.27468940000108,1,1.4760966000030749,1,1.9429481999977725,1,2.7549237000057474,1,3.8842150999989826,1,[4.247260600008303],[4.247265099998913],4.274790199997369,4.281376200000523,4.281376200000523,4.281376200000523,8.846793700009584,Wenjun,1,[4.5711258000083035],[4.57113080000272],8.847329800002626,8.863103800002136,8.863103800002136,29.579258800004027,5,20.715416200007894,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW006_Run2,RBDCW006_Run2,2024-04-02_11h12.56.088,AdvTask_fMRI_masculinePronouns,2023.2.2,60.18259398979983,2024-04-02 11h13.09.645527 -0400,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,29.595879900007276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.579743299997062,29.595879900007276,29.595879900007276,29.89587420001044,5,0.28563100000610575,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW006_Run2,RBDCW006_Run2,2024-04-02_11h12.56.088,AdvTask_fMRI_masculinePronouns,2023.2.2,60.18259398979983,2024-04-02 11h13.09.645527 -0400,
,,,,,,,,,,,,2,0,2,0,,,,,,,,,29.91240280000784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.896202999996603,29.91240280000784,29.91240280000784,30.895828900000197,5,0.9691058000025805,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW006_Run2,RBDCW006_Run2,2024-04-02_11h12.56.088,AdvTask_fMRI_masculinePronouns,2023.2.2,60.18259398979983,2024-04-02 11h13.09.645527 -0400,
,,,,,,,,,,,,3,0,3,0,,,,,,,,,30.91239530000894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.896150600005058,30.91239530000894,30.91239530000894,31.895957000000635,5,0.9691137999907369,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW006_Run2,RBDCW006_Run2,2024-04-02_11h12.56.088,AdvTask_fMRI_masculinePronouns,2023.2.2,60.18259398979983,2024-04-02 11h13.09.645527 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.896193399996264,31.912439300009282,31.912439300009282,32.89577100001043,5,0.9690350000018952,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW006_Run2,RBDCW006_Run2,2024-04-02_11h12.56.088,AdvTask_fMRI_masculinePronouns,2023.2.2,60.18259398979983,2024-04-02 11h13.09.645527 -0400,
1111,ChineseFemale_OutGrp_Swap,Yuxi,Emma,1,STR,The adventuring duo find a fruit tree with numerous rare fruit hanging from its upper branches,Emma tries to shake the tree with all her might.,Emma's efforts make several of the fruit fall. She will be able to sell these back in the village.,Emma does not manage to shake any of the fruit loose. She hurts her shoulder in the process.,Emma,6,,,,,0,0,0,0,0,0,0,0,118.77385480000521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.895790100010345,32.912336499997764,48.8966139999975,48.902626600000076,48.912661900001694,84.3963558999967,84.396376100005,84.43612110000686,86.39727319999656,86.56326969999645,86.67109869999695,86.67109869999695,86.67109869999695,86.67109869999695,86.67109869999695,86.67109869999695,86.67109869999695,86.67109869999695,86.67109869999695,92.3123373999988,92.39523950000876,98.3575436000101,98.39695960000972,101.39533880000818,101.39533880000818,101.4135479000106,101.66207200000645,101.67252870000084,101.67252870000084,101.67252870000084,101.67252870000084,103.24531080000452,1,1.5642827999981819,0.0009825000015553087,103.2457887000055,103.26246179999725,118.77385480000521,118.74555370000598,118.7719356000016,118.77385480000521,118.77385480000521,118.89602100000775,5,0.10780230000091251,None,118.89650030000485,118.91749020000861,124.91410239999823,124.91411650000373,124.92880950000836,124.92880950000836,131.18736860000354,131.18736860000354,131.0448397,131.1808588999993,131.18736860000354,131.18736860000354,131.89633600000525,5,0.695211800004472,None,131.8971434999985,131.94037050000043,131.94037050000043,131.94037050000043,131.94037050000043,131.94037050000043,131.94037050000043,131.94037050000043,131.94037050000043,131.94037050000043,131.94037050000043,131.94037050000043,131.94037050000043,131.94037050000043,131.94037050000043,135.26444159999664,"['2', '2']","[2.759994000007282, 3.301059700010228]","[0.0009351000044262037, 0.0009475999977439642]",None,135.2648468999978,135.27898950000235,135.27898950000235,135.27898950000235,140.2790740000055,140.2790740000055,140.2790740000055,140.26250609999988,,,,,,,,,,,RBDCW006_Run2,RBDCW006_Run2,2024-04-02_11h12.56.088,AdvTask_fMRI_masculinePronouns,2023.2.2,60.18259398979983,2024-04-02 11h13.09.645527 -0400,
1111,ChineseFemale_OutGrp_Swap,Yuxi,Emma,2,INT,As the duo enter a forest they stumble upon a heavily worn wooden board that reads “forest map”.,Yuxi relies on her intelligence to parse the details of the map.,Yuxi successfully deciphers the map. She finds a path that avoids nearby hazards.,Yuxi gets confused by the worn map. She leads the duo into a quicksand pit causing them to drop some valubles.,Yuxi,7,,,,,0,0,0,0,0,1,1,1,140.2790740000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.26290129999688,140.2790740000055,140.2790740000055,140.89604240001063,5,0.6033756999968318,None,140.89641739999934,140.9230840000091,146.91441070000292,146.9144210000086,146.92862170000444,146.92862170000444,154.17474509999738,154.17474509999738,154.0322651000024,154.16845610000018,154.17474509999738,154.17474509999738,155.64600860000064,5,1.4570608000067296,0.0008479999960400164,155.6464091000089,155.68039080000017,155.68039080000017,155.68039080000017,155.68039080000017,155.68039080000017,155.68039080000017,155.68039080000017,155.68039080000017,155.68039080000017,155.68039080000017,155.68039080000017,155.68039080000017,155.68039080000017,155.68039080000017,158.83253179999883,None,,,"['1', '1']",158.83287090000522,158.84548170000198,158.84548170000198,158.84548170000198,163.84533189999638,163.84533189999638,163.84533189999638,163.82889980000618,"[2.6999485999986064, 3.1221078999951715]","[0.0009273000032408163, 0.0008636999991722405]",,,,,,,,,RBDCW006_Run2,RBDCW006_Run2,2024-04-02_11h12.56.088,AdvTask_fMRI_masculinePronouns,2023.2.2,60.18259398979983,2024-04-02 11h13.09.645527 -0400,
1111,ChineseFemale_OutGrp_Swap,Yuxi,Emma,3,INT,The duo stumbles upon a elvish merchant. The merchant says "solve my riddle to earn a prize or else pay me a token!",Emma relies on her wit to make sense of the riddle.,Emma solves the riddle. She is rewarded with a small silver trinket.,Emma is unable to make sense of the riddle. She is obligated to pay the merchant.,Emma,6,,,,,0,0,0,0,0,2,2,2,163.84533189999638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.82921630000055,163.84533189999638,163.84533189999638,163.89574400000856,5,0.03706840000813827,None,163.89603990000614,163.92141399999673,169.91522700000496,169.9152374999976,169.95359830000962,169.95359830000962,176.2226187000051,176.2226187000051,176.07983370000147,176.21617260000494,176.2226187000051,176.2226187000051,176.8958363999991,5,0.6599350000033155,None,176.8962293000077,176.93370590000995,176.93370590000995,176.93370590000995,176.93370590000995,176.93370590000995,176.93370590000995,176.93370590000995,176.93370590000995,176.93370590000995,176.93370590000995,176.93370590000995,176.93370590000995,176.93370590000995,176.93370590000995,180.16625350000686,None,,,"['1', '1']",180.16650140000274,180.17793420000817,180.17793420000817,180.17793420000817,185.17845940000552,185.17845940000552,185.17845940000552,185.16198010000517,"[2.792851399994106, 3.194922199996654]","[0.0008591999940108508, 0.000879599989275448]",,,,,,,,,RBDCW006_Run2,RBDCW006_Run2,2024-04-02_11h12.56.088,AdvTask_fMRI_masculinePronouns,2023.2.2,60.18259398979983,2024-04-02 11h13.09.645527 -0400,
1111,ChineseFemale_OutGrp_Swap,Yuxi,Emma,4,STR,A fissue connects the two sides of a valley. ,Yuxi tries to use her athleticism to jump across the fissure.,Yuxi successfully jumps the gap. She is able to secure a rope to throw back across.,Yuxi barely grabs on to the edge. She is able to climb up and secure a rope but is injured in the process.,Yuxi,6,,,,,0,0,0,0,0,3,3,3,185.17845940000552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.16227909999725,185.17845940000552,185.17845940000552,185.8962584999972,5,0.703983799990965,None,185.89676760000293,185.92865490000986,191.91576190000342,191.91577370000596,191.92803960001038,191.92803960001038,198.15397650000523,198.15397650000523,198.01582529999723,198.15148680000857,198.15397650000523,198.15397650000523,198.89600720000453,5,0.7287609999912092,None,198.89631640000152,198.92908020000323,198.92908020000323,198.92908020000323,198.92908020000323,198.92908020000323,198.92908020000323,198.92908020000323,198.92908020000323,198.92908020000323,198.92908020000323,198.92908020000323,198.92908020000323,198.92908020000323,198.92908020000323,205.7817301000032,None,,,"['1', '1']",205.78197910000745,205.7944187999965,205.7944187999965,205.7944187999965,210.79480960000365,210.79480960000365,210.79480960000365,210.77829230000498,"[6.569219400000293, 6.826162299999851]","[0.00094449998869095, 0.0009567999950377271]",,,,,,,,,RBDCW006_Run2,RBDCW006_Run2,2024-04-02_11h12.56.088,AdvTask_fMRI_masculinePronouns,2023.2.2,60.18259398979983,2024-04-02 11h13.09.645527 -0400,
1111,ChineseFemale_OutGrp_Swap,Yuxi,Emma,5,INT,An ancient statue stands before the adventurers. On it is etched an unfamiliar language. ,Yuxi tries to rely on her intelligence to decipher the language.,Yuxi is able to  decipher a set of instructions to a nearby cache. She is led to a cache of small gemstones.,Yuxi is unable to make sense of the language. She is left empty handed.,Yuxi,7,,,,,0,0,0,0,0,4,4,4,210.79480960000365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.77854070000467,210.79480960000365,210.79480960000365,210.8950402000046,5,0.08800970000447705,None,210.8953540000075,210.92210029999842,216.89549730000726,216.89551870001014,216.9508141999977,216.9508141999977,224.24037780000072,224.24037780000072,224.0975047999964,224.2339032000018,224.24037780000072,224.24037780000072,224.8957270999963,5,0.6420879000070272,None,224.89625830001023,224.94058100000257,224.94058100000257,224.94058100000257,224.94058100000257,224.94058100000257,224.94058100000257,224.94058100000257,224.94058100000257,224.94058100000257,224.94058100000257,224.94058100000257,224.94058100000257,224.94058100000257,224.94058100000257,230.06466479999654,None,,,"['1', '1']",230.0653108999977,230.08407690000604,230.08407690000604,230.08407690000604,,,,235.07777790000546,"[4.7367568999907235, 5.086691099990276]","[0.0008807999984128401, 0.0009526000067126006]",,,,,,,,,RBDCW006_Run2,RBDCW006_Run2,2024-04-02_11h12.56.088,AdvTask_fMRI_masculinePronouns,2023.2.2,60.18259398979983,2024-04-02 11h13.09.645527 -0400,
1111,ChineseFemale_OutGrp_Swap,Yuxi,Emma,6,STR,"The duo enters a clearing where a formidable troll awaits. A sign nearby states, "Defeat the troll to proceed."",Emma charges forward. She swings her weapon with all her might.,Emma parries the troll's counterattack and makes a critical hit. She defeats the troll with minimal injuries.,The troll proves resistant against Emma’s attack and counters their attack. She suffers damage from several attacks before felling the troll. ,Emma,6,,,,,0,0,0,0,0,5,5,5,235.09463649999816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.0780827999988,235.09463649999816,235.09463649999816,235.89585200000147,5,0.7878052000014577,None,235.89635239999916,235.93212660000427,241.9144190000079,241.9144296000013,241.9499402000074,241.9499402000074,248.25061679999635,248.25061679999635,248.10944749999908,248.24475549999624,248.25061679999635,248.25061679999635,248.8948595999973,5,0.6323402000125498,None,248.89520230000198,248.93626840000798,248.93626840000798,248.93626840000798,248.93626840000798,248.93626840000798,248.93626840000798,248.93626840000798,248.93626840000798,248.93626840000798,248.93626840000798,248.93626840000798,248.93626840000798,248.93626840000798,248.93626840000798,254.57815310001024,"['2', '2']","[4.929987600000459, 5.608942500010016]","[0.0010123000101884827, 0.000959899989538826]",None,254.57840670000587,254.59408390001045,254.59408390001045,254.59408390001045,259.59459819999756,259.59459819999756,259.59459819999756,259.5781963000045,,,,,,,,,,,RBDCW006_Run2,RBDCW006_Run2,2024-04-02_11h12.56.088,AdvTask_fMRI_masculinePronouns,2023.2.2,60.18259398979983,2024-04-02 11h13.09.645527 -0400,
1111,ChineseFemale_OutGrp_Swap,Yuxi,Emma,7,STR,As the duo continues they notice a shiny metal embedded in a nearby rock face. ,Yuxi picks up a nearby rock. She uses the rock to try to smash away some of the metal.,Yuxi is successful. She stores some of the ore to prospect later.,Yuxi accidentally bashes their hand in the process. She suffers an injury.,Yuxi,7,,,,,0,0,0,0,0,6,6,6,259.59459819999756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.57852300000377,259.59459819999756,259.59459819999756,259.8950685000018,5,0.28826289999415167,None,259.8954412000021,259.9304336000059,265.9220467999985,265.9220578000095,265.9265566000104,265.9265566000104,273.219863300008,273.219863300008,273.0788515000022,273.21441060000507,273.219863300008,273.219863300008,273.8944391999976,5,0.6626411999895936,None,273.8946854000096,273.9304562000034,273.9304562000034,273.9304562000034,273.9304562000034,273.9304562000034,273.9304562000034,273.9304562000034,273.9304562000034,273.9304562000034,273.9304562000034,273.9304562000034,273.9304562000034,273.9304562000034,273.9304562000034,279.2285785999993,"['2', '2']","[4.818961099997978, 5.263713599997573]","[0.0008923000132199377, 0.000968400010606274]",None,279.2288688999979,279.2451667999994,279.2451667999994,279.2451667999994,,,,284.2441289999988,,,,,,,,,,,RBDCW006_Run2,RBDCW006_Run2,2024-04-02_11h12.56.088,AdvTask_fMRI_masculinePronouns,2023.2.2,60.18259398979983,2024-04-02 11h13.09.645527 -0400,
