ConditionCode,Condition,PlayerA,PlayerB,TrialNum,TrialType,EncounterIntro,PlayerAction,RewardFeedback,PunishFeedback,EncounterPlayer,scenDelay,ImageDisarded.thisRepN,ImageDisarded.thisTrialN,ImageDisarded.thisN,ImageDisarded.thisIndex,exp_wrapper.thisRepN,exp_wrapper.thisTrialN,exp_wrapper.thisN,exp_wrapper.thisIndex,Encounters_Loop.thisRepN,Encounters_Loop.thisTrialN,Encounters_Loop.thisN,Encounters_Loop.thisIndex,thisRow.t,notes,Choose_Condition.started,InputSlider_Gender.started,InputSlider_Race.started,InputSlider_InOut.started,InputSlider_Swap.started,ProgressScreen.started,header.started,Choose_Condition.stopped,InputSlider_Gender.response,InputSlider_Gender.rt,InputSlider_Race.response,InputSlider_Race.rt,InputSlider_InOut.response,InputSlider_InOut.rt,InputSlider_Swap.response,InputSlider_Swap.rt,ProgressScreen.numClicks,ProgressScreen.timesOn,ProgressScreen.timesOff,Participant_Name.started,NameInput.started,participantName.started,button.started,Participant_Name.stopped,participantName.text,button.numClicks,button.timesOn,button.timesOff,WaitForScanner_discard.started,SyncPulse_discard.started,fix.started,WaitForScanner_discard.stopped,SyncPulse_discard.keys,SyncPulse_discard.rt,SyncPulse_discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,BaselineFixation.started,Baseline.started,BaselineFixation.stopped,Instructions.started,Instructions_Text.started,Instructions.stopped,Delay.started,movie.started,Delay.stopped,Loading_Screen.started,PlayerLobby.started,Gamemaster.started,playerName.started,player1.started,loading.started,player2.started,loading2.started,player1_box.started,player2_box.started,loading.stopped,player1Reveal.started,loading2.stopped,player2Reveal.started,player1Reveal.stopped,player2Reveal.stopped,Loading_Screen.stopped,Loading_Complete.started,loadingComplete.started,textbox.started,next.started,key_response.started,Loading_Complete.stopped,key_response.keys,key_response.rt,key_response.duration,Scenario_Intro.started,intro.started,intro.stopped,Scenario_Intro.stopped,W4S_Encounter.started,SyncPulse_Encounter.started,fix_encounter.started,W4S_Encounter.stopped,SyncPulse_Encounter.keys,SyncPulse_Encounter.rt,SyncPulse_Encounter.duration,Encounter_Intro.started,Encounter_intro.started,Encounter_Intro.stopped,Delay_2.started,movie3.started,ActionPrompt.started,movie3.stopped,ActionPrompt.stopped,Delay_2.stopped,W4S_Action.started,SyncPulse_Action.started,fix_Action.started,W4S_Action.stopped,SyncPulse_Action.keys,SyncPulse_Action.rt,SyncPulse_Action.duration,Player_Action.started,player_action_instructions.started,player_action_keys_punish.started,PlayerAction_text.started,RewardBox.started,PunishBox.started,player_action_keys_reward.started,rewardConfirmText.started,punishConfirmText.started,PunCountFeedback.started,RewCountFeedback.started,PunFeedback.started,RewFeedback.started,Player_Action.stopped,player_action_keys_punish.keys,player_action_keys_reward.keys,player_action_keys_reward.rt,player_action_keys_reward.duration,Feedback.started,Reward_Feedback.started,Punish_Feedback.started,Faster_feedback.started,Reward_Feedback.stopped,Punish_Feedback.stopped,Faster_feedback.stopped,Feedback.stopped,player_action_keys_punish.rt,player_action_keys_punish.duration,Encounter_intro.stopped,Conclusion.started,conclusionText.started,next2.started,keyResp3.started,Conclusion.stopped,keyResp3.keys,keyResp3.rt,keyResp3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,33.34583049999992,,0.0018141999998988467,0.04197149999981775,0.04197149999981775,0.04197149999981775,0.04197149999981775,0.04197149999981775,0.04197149999981775,9.637147999999797,0,5.82507730000043,1,6.374475099999927,1,6.993578600000092,0,8.108883800000058,1,[9.610410399999637],[9.610415699999976],9.637266600000203,9.645655100000113,9.645655100000113,9.645655100000113,33.32917959999986,Ryan,1,[23.690928399999848],[23.69093470000007],33.33132590000014,33.34583049999992,33.34583049999992,48.47955589999992,5,15.129847100000006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_15h53.56.214,AdvTask_fMRI_masculinePronouns,2023.2.2,59.98969377048213,2024-04-12 15h54.16.747004 -0400,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,48.496252099999765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.48180749999983,48.496252099999765,48.496252099999765,49.47974380000005,5,0.9804278999999951,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_15h53.56.214,AdvTask_fMRI_masculinePronouns,2023.2.2,59.98969377048213,2024-04-12 15h54.16.747004 -0400,
,,,,,,,,,,,,2,0,2,0,,,,,,,,,49.496252699999786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.48028999999997,49.496252699999786,49.496252699999786,50.47990690000006,5,0.9791998999999123,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_15h53.56.214,AdvTask_fMRI_masculinePronouns,2023.2.2,59.98969377048213,2024-04-12 15h54.16.747004 -0400,
,,,,,,,,,,,,3,0,3,0,,,,,,,,,50.495992000000115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.48045319999983,50.495992000000115,50.495992000000115,51.47973259999981,5,0.9794447000003856,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_15h53.56.214,AdvTask_fMRI_masculinePronouns,2023.2.2,59.98969377048213,2024-04-12 15h54.16.747004 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.48010220000015,51.496192300000075,51.496192300000075,52.479397099999915,5,0.9791480999997475,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_15h53.56.214,AdvTask_fMRI_masculinePronouns,2023.2.2,59.98969377048213,2024-04-12 15h54.16.747004 -0400,
110,ChineseFemale_OutGrp,Jack,Haoyu,1,STR,"A gate opens in front of the duo, and a menacing mechanical golem with a crossbow becomes activated.",Jack lunges forward attempting to force his blade through the protective plate.,Jack’s sword pierces the plate and destroys the construct before it is able to shoot. He is able to proceed uninjured.,Jack’s sword grazes the exterior plate. He is shot by the crossbow and is injured.,Jack,6,,,,,0,0,0,0,0,0,0,0,139.4527905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.47942069999999,52.495869200000016,68.4795807999999,68.49884680000014,68.50510570000006,103.9795036999999,103.97952369999985,103.9963431000001,105.97987150000017,106.12183989999994,106.18661310000016,106.18661310000016,106.18661310000016,106.18661310000016,106.18661310000016,106.18661310000016,106.18661310000016,106.18661310000016,106.18661310000016,111.83488279999983,111.97864309999977,117.87960359999988,117.99520919999986,120.9783038999999,120.99635619999981,120.9967145999999,121.22706340000013,121.23694579999983,121.23694579999983,121.23694579999983,121.23694579999983,123.91156749999982,1,2.671815499999866,0.0011353999998391373,123.91201349999983,123.92877439999984,139.4527905,139.4117283999999,139.4506867,139.4527905,139.4527905,139.47838629999978,5,0.022643199999947683,None,139.47870899999998,139.49535130000004,145.47888329999978,145.47889900000018,145.52863769999976,145.52863769999976,151.7763163999998,151.7763163999998,151.6357137,151.77069930000016,151.7763163999998,151.7763163999998,152.47910719999982,5,0.6991481000000022,None,152.4796381000001,152.5141177999999,152.5141177999999,152.5141177999999,152.5141177999999,152.5141177999999,152.5141177999999,152.5141177999999,152.5141177999999,152.5141177999999,152.5141177999999,152.5141177999999,152.5141177999999,159.08052580000003,None,"['1', '1']","[5.823157899999842, 6.542157400000178]","[0.0009560000003148161, 0.0009575999997650797]",159.08092750000014,159.09590939999998,159.09590939999998,159.09590939999998,164.09527979999984,164.09527979999984,164.09527979999984,164.07874839999977,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_15h53.56.214,AdvTask_fMRI_masculinePronouns,2023.2.2,59.98969377048213,2024-04-12 15h54.16.747004 -0400,
110,ChineseFemale_OutGrp,Jack,Haoyu,2,INT,"In the next room, the adventurers encounter a massive stone door with intricate runes. The inscription reads, "Solve the riddle to reveal what is behind." ",Haoyu relies on his wit to decipher the riddle. ,"Haoyu correctly deciphers the riddle, causing the stone door to open smoothly. He finds a small room filled with treasure.","Haoyu misinterprets the riddle, instead triggering a magical flash. He takes damage.",Haoyu,6,,,,,0,0,0,0,0,1,1,1,164.09527979999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0790548,164.09527979999984,164.09527979999984,164.47909530000015,5,0.38043270000025586,None,164.4794655999999,164.5078813,170.49752230000013,170.4975331999999,170.5293455000001,170.5293455000001,176.79985579999993,176.79985579999993,176.65802829999984,176.7938534,176.79985579999993,176.79985579999993,177.0622988,5,0.25988660000029995,None,177.06263899999976,177.09374789999993,177.09374789999993,177.09374789999993,177.09374789999993,177.09374789999993,177.09374789999993,177.09374789999993,177.09374789999993,177.09374789999993,177.09374789999993,177.09374789999993,177.09374789999993,181.80063440000004,None,"['1', '1']","[4.224489100000028, 4.663689500000146]","[0.000933199999963108, 0.0010588000000097963]",181.8008863,181.81225050000012,181.81225050000012,181.81225050000012,186.81143410000004,186.81143410000004,186.81143410000004,186.7951793000002,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_15h53.56.214,AdvTask_fMRI_masculinePronouns,2023.2.2,59.98969377048213,2024-04-12 15h54.16.747004 -0400,
110,ChineseFemale_OutGrp,Jack,Haoyu,3,INT,"The floor is covered in a thick layer of mist. A booming voice announces, "Use your wit to navigate the mist or the mist might bite."",Jack decides to use his intuition to find a way through the mist.,"Jack cleverly observes the patterns in the mist, using his intelligence to discern a safe path and reach the other side unharmed.","Jack's vision is blocked by the mist, causing his to trip,  triggering a hidden trap. He suffers an injury.",Jack,7,,,,,0,0,0,0,0,2,2,2,186.81143410000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.79548740000018,186.81143410000004,186.81143410000004,187.47941429999992,5,0.6642735999998877,None,187.4799183,187.51959390000002,193.5073567999998,193.50736719999986,193.5322255000001,193.5322255000001,200.81835920000003,200.81835920000003,200.67626370000016,200.81186359999992,200.81835920000003,200.81835920000003,201.47874050000019,5,0.6571404999999686,None,201.47908580000012,201.52166119999993,201.52166119999993,201.52166119999993,201.52166119999993,201.52166119999993,201.52166119999993,201.52166119999993,201.52166119999993,201.52166119999993,201.52166119999993,201.52166119999993,201.52166119999993,207.14858229999982,None,"['1', '1']","[4.9385833000001185, 5.591548500000044]","[None, 0.0009841999999480322]",207.1488303000001,207.16271580000011,207.16271580000011,207.16271580000011,,,,212.1608298000001,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_15h53.56.214,AdvTask_fMRI_masculinePronouns,2023.2.2,59.98969377048213,2024-04-12 15h54.16.747004 -0400,
110,ChineseFemale_OutGrp,Jack,Haoyu,4,STR,"A gigantic salamander emerges from the shadows, hungry for flesh.",Haoyu tries to climb on the salamander’s back. He wrestles it into a choke hold.,Haoyu chokes the salamander into unconsciousness. He is unharmed in the encounter.,"The salamander’s giant maw bites Haoyu’s arm. He takes damage, but the salamander cowers into its den.",Haoyu,7,,,,,0,0,0,0,0,3,3,3,212.17828069999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.16119179999987,212.17828069999996,212.17828069999996,212.47867769999993,5,0.2979310999999143,None,212.4790109999999,212.51495729999988,218.51154429999997,218.5115550999999,218.54094290000012,218.54094290000012,225.82552429999987,225.82552429999987,225.68300950000003,225.8191296,225.82552429999987,225.82552429999987,227.0951197999998,5,1.2602904999998827,0.000793100000009872,227.09550630000012,227.1439231999998,227.1439231999998,227.1439231999998,227.1439231999998,227.1439231999998,227.1439231999998,227.1439231999998,227.1439231999998,227.1439231999998,227.1439231999998,227.1439231999998,227.1439231999998,230.2465814000002,"['2', '2']",None,,,230.24746640000012,230.26705829999992,230.26705829999992,230.26705829999992,,,,235.26156519999995,"[2.585555999999997, 3.053403899999921]","[0.0009451999999328109, 0.0009310999998888292]",,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_15h53.56.214,AdvTask_fMRI_masculinePronouns,2023.2.2,59.98969377048213,2024-04-12 15h54.16.747004 -0400,
110,ChineseFemale_OutGrp,Jack,Haoyu,5,INT,The floor between the entrance and exit of this chamber is segmented by large tiles with magical symbols. The tiles rest over a sticky tar-like substance. ,Haoyu attempts to rely on his intellect to solve the puzzle of the magical symbols.,Haoyu correctly identifies the sequence of tiles necessary to get across. He is showered by applause from the crowd.,Haoyu repeatedly steps on incorrect tiles but manages to make it across. He loses some valuables from his pack to the tar-like substance.,Haoyu,8,,,,,0,0,0,0,0,4,4,4,235.27829999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.26191130000007,235.27829999999994,235.27829999999994,235.4788526000002,5,0.19863149999991947,None,235.47928000000002,235.51144710000017,241.50952259999985,241.50953359999994,241.52987639999992,241.52987639999992,249.80042360000016,249.80042360000016,249.65900210000018,249.7950722999999,249.80042360000016,249.80042360000016,250.4784850000001,5,0.6764717999999448,None,250.47883749999983,250.52497549999998,250.52497549999998,250.52497549999998,250.52497549999998,250.52497549999998,250.52497549999998,250.52497549999998,250.52497549999998,250.52497549999998,250.52497549999998,250.52497549999998,250.52497549999998,255.75727849999976,None,"['1', '1']","[4.195259800000258, 5.186470900000131]","[0.000957899999775691, 0.0009780000000318978]",255.75752479999983,255.7699993000001,255.7699993000001,255.7699993000001,,,,260.7603809000002,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_15h53.56.214,AdvTask_fMRI_masculinePronouns,2023.2.2,59.98969377048213,2024-04-12 15h54.16.747004 -0400,
