ConditionCode,Condition,PlayerA,PlayerB,TrialNum,TrialType,EncounterIntro,PlayerAction,RewardFeedback,PunishFeedback,EncounterPlayer,scenDelay,ImageDisarded.thisRepN,ImageDisarded.thisTrialN,ImageDisarded.thisN,ImageDisarded.thisIndex,exp_wrapper.thisRepN,exp_wrapper.thisTrialN,exp_wrapper.thisN,exp_wrapper.thisIndex,Encounters_Loop.thisRepN,Encounters_Loop.thisTrialN,Encounters_Loop.thisN,Encounters_Loop.thisIndex,thisRow.t,notes,Choose_Condition.started,InputSlider_Gender.started,InputSlider_Race.started,InputSlider_InOut.started,InputSlider_Swap.started,ProgressScreen.started,header.started,Choose_Condition.stopped,InputSlider_Gender.response,InputSlider_Gender.rt,InputSlider_Race.response,InputSlider_Race.rt,InputSlider_InOut.response,InputSlider_InOut.rt,InputSlider_Swap.response,InputSlider_Swap.rt,ProgressScreen.numClicks,ProgressScreen.timesOn,ProgressScreen.timesOff,Participant_Name.started,NameInput.started,participantName.started,button.started,Participant_Name.stopped,participantName.text,button.numClicks,button.timesOn,button.timesOff,WaitForScanner_discard.started,SyncPulse_discard.started,fix.started,WaitForScanner_discard.stopped,SyncPulse_discard.keys,SyncPulse_discard.rt,SyncPulse_discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,BaselineFixation.started,Baseline.started,Baseline.stopped,BaselineFixation.stopped,Instructions.started,Instructions_Text.started,Instructions_Text.stopped,Instructions.stopped,Delay.started,movie.started,Delay.stopped,Loading_Screen.started,PlayerLobby.started,Gamemaster.started,playerName.started,player1.started,loading.started,player2.started,loading2.started,player1_box.started,player2_box.started,loading.stopped,player1Reveal.started,loading2.stopped,player2Reveal.started,player1Reveal.stopped,player2Reveal.stopped,Loading_Screen.stopped,Loading_Complete.started,loadingComplete.started,textbox.started,next.started,key_response.started,Loading_Complete.stopped,key_response.keys,key_response.rt,key_response.duration,Scenario_Intro.started,intro.started,intro.stopped,Scenario_Intro.stopped,W4S_Encounter.started,SyncPulse_Encounter.started,fix_encounter.started,W4S_Encounter.stopped,SyncPulse_Encounter.keys,SyncPulse_Encounter.rt,SyncPulse_Encounter.duration,Encounter_Intro.started,Encounter_intro.started,Encounter_Intro.stopped,Delay_2.started,movie3.started,ActionPrompt.started,movie3.stopped,ActionPrompt.stopped,Delay_2.stopped,W4S_Action.started,SyncPulse_Action.started,fix_Action.started,W4S_Action.stopped,SyncPulse_Action.keys,SyncPulse_Action.rt,SyncPulse_Action.duration,Player_Action.started,player_action_instructions.started,player_action_keys_punish.started,PlayerAction_text.started,RewardBox.started,PunishBox.started,player_action_keys_reward.started,rewardConfirmText.started,punishConfirmText.started,prog_Punish.started,prog_Reward.started,PunCountFeedback.started,RewCountFeedback.started,PunFeedback.started,RewFeedback.started,Player_Action.stopped,player_action_keys_punish.keys,player_action_keys_punish.rt,player_action_keys_punish.duration,player_action_keys_reward.keys,Feedback.started,Reward_Feedback.started,Punish_Feedback.started,Faster_feedback.started,Reward_Feedback.stopped,Punish_Feedback.stopped,Faster_feedback.stopped,Feedback.stopped,player_action_keys_reward.rt,player_action_keys_reward.duration,Encounter_intro.stopped,Conclusion.started,conclusionText.started,next2.started,keyResp3.started,Conclusion.stopped,keyResp3.keys,keyResp3.rt,keyResp3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,11.33052659999521,,0.0018055999971693382,0.0412681000016164,0.0412681000016164,0.0412681000016164,0.0412681000016164,0.0412681000016164,0.0412681000016164,7.755518799996935,1,1.783616599990637,0,2.8884701000060886,1,4.860171199994511,0,5.561111500006518,1,[7.727431899998919],[7.727438400004758],7.755632700005663,7.762742099992465,7.762742099992465,7.762742099992465,11.3227607000008,Alana,1,[3.56583929999033],[3.5658541999873705],11.324275299994042,11.33052659999521,11.33052659999521,34.487722799996845,5,23.15411079999467,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW010_Run2,RBDCW010_Run2,2024-04-16_16h12.50.828,AdvTask_fMRI_masculinePronouns,2023.2.2,60.003120161558364,2024-04-16 16h13.05.585851 -0400,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,34.50327169999946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.488776800004416,34.50327169999946,34.50327169999946,35.48773130000336,5,0.9811808000085875,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW010_Run2,RBDCW010_Run2,2024-04-16_16h12.50.828,AdvTask_fMRI_masculinePronouns,2023.2.2,60.003120161558364,2024-04-16 16h13.05.585851 -0400,
,,,,,,,,,,,,2,0,2,0,,,,,,,,,35.503739199994016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.48858289999771,35.503739199994016,35.503739199994016,36.487034199992195,5,0.9802318000001833,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW010_Run2,RBDCW010_Run2,2024-04-16_16h12.50.828,AdvTask_fMRI_masculinePronouns,2023.2.2,60.003120161558364,2024-04-16 16h13.05.585851 -0400,
,,,,,,,,,,,,3,0,3,0,,,,,,,,,36.503492999996524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4875805000047,36.503492999996524,36.503492999996524,37.48723400000017,5,0.9807980999903521,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW010_Run2,RBDCW010_Run2,2024-04-16_16h12.50.828,AdvTask_fMRI_masculinePronouns,2023.2.2,60.003120161558364,2024-04-16 16h13.05.585851 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.48765870000352,37.50361410000187,37.50361410000187,38.48719830000482,5,0.9806953000079375,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW010_Run2,RBDCW010_Run2,2024-04-16_16h12.50.828,AdvTask_fMRI_masculinePronouns,2023.2.2,60.003120161558364,2024-04-16 16h13.05.585851 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,1,STR,The adventuring duo find a fruit tree with numerous rare fruit hanging from its upper branches,Emma tries to shake the tree with all her might.,Emma's efforts make several of the fruit fall. She will be able to sell these back in the village.,Emma does not manage to shake any of the fruit loose. She hurts her shoulder in the process.,Emma,6,,,,,0,0,0,0,0,0,0,0,126.09666280000238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.48723090000567,38.50360179999552,54.50267200000235,54.486938400004874,54.49303990000044,54.50267200000235,90.01970629999414,89.98714460000338,89.98716249999416,90.01970629999414,91.98753440000291,92.14941620000172,92.22419999999693,92.22419999999693,92.22419999999693,92.22419999999693,92.22419999999693,92.22419999999693,92.22419999999693,92.22419999999693,92.22419999999693,97.87643509999907,97.98700039999676,103.91851920000045,104.00233079999452,107.003635999994,107.003635999994,107.0039817999932,107.21996940000099,107.23051369999303,107.23051369999303,107.23051369999303,107.23051369999303,110.56892209999205,2,3.3291750000062166,0.0001829999964684248,110.56929810000292,110.58594679999806,126.09666280000238,126.06901789999392,126.09477589999733,126.09666280000238,126.09666280000238,126.48653399999603,5,0.38785169999755453,None,126.4872611000028,126.51410980000219,132.5022680999973,132.50230209999427,132.5264021000039,132.5264021000039,138.79405810000026,138.79405810000026,138.652165099993,138.78790989999834,138.79405810000026,138.79405810000026,139.48698879999574,5,0.6909553000004962,None,139.48774169999524,139.52243009999802,139.52243009999802,139.52243009999802,139.52243009999802,139.52243009999802,139.52243009999802,139.52243009999802,139.52243009999802,139.52243009999802,139.52243009999802,139.52243009999802,139.52243009999802,139.52243009999802,139.52243009999802,143.56921760000114,"['2', '2']","[3.2027654999983497, 4.02748089999659]","[0.0009396000095875934, 0.0009649999992689118]",None,143.5696207000001,143.58539930000552,143.58539930000552,143.58539930000552,148.58570949999557,148.58570949999557,148.58570949999557,148.56925450000563,,,,,,,,,,,,RBDCW010_Run2,RBDCW010_Run2,2024-04-16_16h12.50.828,AdvTask_fMRI_masculinePronouns,2023.2.2,60.003120161558364,2024-04-16 16h13.05.585851 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,2,INT,As the duo enter a forest they stumble upon a heavily worn wooden board that reads “forest map”.,Yuxi relies on her intelligence to parse the details of the map.,Yuxi successfully deciphers the map. She finds a path that avoids nearby hazards.,Yuxi gets confused by the worn map. She leads the duo into a quicksand pit causing them to drop some valubles.,Yuxi,7,,,,,0,0,0,0,0,1,1,1,148.58570949999557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.569511099995,148.58570949999557,148.58570949999557,149.48638069999288,5,0.8993889999983367,None,149.48672380000062,149.51225339999655,155.5040372999938,155.50404719999642,155.5344114000036,155.5344114000036,162.7855933999963,162.7855933999963,162.64334209999652,162.7796534999943,162.7855933999963,162.7855933999963,163.4867860999948,5,0.699477800008026,None,163.48726890000398,163.52381250000326,163.52381250000326,163.52381250000326,163.52381250000326,163.52381250000326,163.52381250000326,163.52381250000326,163.52381250000326,163.52381250000326,163.52381250000326,163.52381250000326,163.52381250000326,163.52381250000326,163.52381250000326,166.22192820000055,None,,,"['1', '1']",166.22228180000093,166.2351839000039,166.2351839000039,166.2351839000039,171.23600479999732,171.23600479999732,171.23600479999732,171.2184425000014,"[2.1771478000009665, 2.676117399998475]","[0.0008985999884316698, 0.000933699993765913]",,,,,,,,,,RBDCW010_Run2,RBDCW010_Run2,2024-04-16_16h12.50.828,AdvTask_fMRI_masculinePronouns,2023.2.2,60.003120161558364,2024-04-16 16h13.05.585851 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,3,INT,The duo stumbles upon a elvish merchant. The merchant says "solve my riddle to earn a prize or else pay me a token!",Emma relies on her wit to make sense of the riddle.,Emma solves the riddle. She is rewarded with a small silver trinket.,Emma is unable to make sense of the riddle. She is obligated to pay the merchant.,Emma,6,,,,,0,0,0,0,0,2,2,2,171.23600479999732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.21887670000433,171.23600479999732,171.23600479999732,171.4863209000032,5,0.24915009998949245,None,171.48668980000366,171.51505550000002,177.50862239999697,177.50863519999257,177.51937150000595,177.51937150000595,183.79118630000448,183.79118630000448,183.64903329999652,183.78471839999838,183.79118630000448,183.79118630000448,184.48608679999597,5,0.6938483999983873,None,184.48642760000075,184.51527740000165,184.51527740000165,184.51527740000165,184.51527740000165,184.51527740000165,184.51527740000165,184.51527740000165,184.51527740000165,184.51527740000165,184.51527740000165,184.51527740000165,184.51527740000165,184.51527740000165,184.51527740000165,190.67052179999882,None,,,"['1', '1']",190.67078319999564,190.68642650000402,190.68642650000402,190.68642650000402,195.6854694999929,195.6854694999929,195.6854694999929,195.66916299999866,"[5.728612999999314, 6.117737599997781]","[0.0009687999991001561, 0.0010679000115487725]",,,,,,,,,,RBDCW010_Run2,RBDCW010_Run2,2024-04-16_16h12.50.828,AdvTask_fMRI_masculinePronouns,2023.2.2,60.003120161558364,2024-04-16 16h13.05.585851 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,4,STR,A fissue connects the two sides of a valley. ,Yuxi tries to use her athleticism to jump across the fissure.,Yuxi successfully jumps the gap. She is able to secure a rope to throw back across.,Yuxi barely grabs on to the edge. She is able to climb up and secure a rope but is injured in the process.,Yuxi,6,,,,,0,0,0,0,0,3,3,3,195.6854694999929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.66949489999388,195.6854694999929,195.6854694999929,196.48616459999175,5,0.7996332999900915,None,196.48653949999425,196.51326609999523,202.50457289999758,202.50458330000401,202.53583969999454,202.53583969999454,208.77187579999736,208.77187579999736,208.62899769999785,208.76553879999847,208.77187579999736,208.77187579999736,209.48669960000552,5,0.713223900005687,None,209.4872214999923,209.5235748999985,209.5235748999985,209.5235748999985,209.5235748999985,209.5235748999985,209.5235748999985,209.5235748999985,209.5235748999985,209.5235748999985,209.5235748999985,209.5235748999985,209.5235748999985,209.5235748999985,209.5235748999985,215.15483509999467,"['2', '2']","[5.3353696999984095, 5.607336700006272]","[0.0009558000019751489, 0.0009690000006230548]",None,215.15508500000578,215.16830279999704,215.16830279999704,215.16830279999704,220.1689372999972,220.1689372999972,220.1689372999972,220.15237369999522,,,,,,,,,,,,RBDCW010_Run2,RBDCW010_Run2,2024-04-16_16h12.50.828,AdvTask_fMRI_masculinePronouns,2023.2.2,60.003120161558364,2024-04-16 16h13.05.585851 -0400,
1010,WhiteFemale_OutGrp,Yuxi,Emma,5,INT,An ancient statue stands before the adventurers. On it is etched an unfamiliar language. ,Yuxi tries to rely on her intelligence to decipher the language.,Yuxi is able to  decipher a set of instructions to a nearby cache. She is led to a cache of small gemstones.,Yuxi is unable to make sense of the language. She is left empty handed.,Yuxi,7,,,,,0,0,0,0,0,4,4,4,220.1689372999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.15270199999213,220.1689372999972,220.1689372999972,220.48628149999422,5,0.31629590000375174,None,220.4867030000023,220.51907520000532,226.50692899999558,226.50693999999203,226.53668659999676,226.53668659999676,233.81926819999353,233.81926819999353,233.67674070000066,233.81282849999843,233.81926819999353,233.81926819999353,234.4853688000003,5,0.6657389999891166,None,234.48563080000167,234.51854239999375,234.51854239999375,234.51854239999375,234.51854239999375,234.51854239999375,234.51854239999375,234.51854239999375,234.51854239999375,234.51854239999375,234.51854239999375,234.51854239999375,234.51854239999375,234.51854239999375,234.51854239999375,237.88543500000378,None,,,"['1', '1']",237.88568520000263,237.90272070000356,237.90272070000356,237.90272070000356,,,,242.90169869999227,"[3.003338900001836, 3.321823599995696]","[0.0009587999957147986, 0.000651299997116439]",,,,,,,,,,RBDCW010_Run2,RBDCW010_Run2,2024-04-16_16h12.50.828,AdvTask_fMRI_masculinePronouns,2023.2.2,60.003120161558364,2024-04-16 16h13.05.585851 -0400,
