ConditionCode,Condition,PlayerA,PlayerB,TrialNum,TrialType,EncounterIntro,PlayerAction,RewardFeedback,PunishFeedback,EncounterPlayer,scenDelay,ImageDisarded.thisRepN,ImageDisarded.thisTrialN,ImageDisarded.thisN,ImageDisarded.thisIndex,exp_wrapper.thisRepN,exp_wrapper.thisTrialN,exp_wrapper.thisN,exp_wrapper.thisIndex,Encounters_Loop.thisRepN,Encounters_Loop.thisTrialN,Encounters_Loop.thisN,Encounters_Loop.thisIndex,thisRow.t,notes,Choose_Condition.started,InputSlider_Gender.started,InputSlider_Race.started,InputSlider_InOut.started,InputSlider_Swap.started,ProgressScreen.started,header.started,Choose_Condition.stopped,InputSlider_Gender.response,InputSlider_Gender.rt,InputSlider_Race.response,InputSlider_Race.rt,InputSlider_InOut.response,InputSlider_InOut.rt,InputSlider_Swap.response,InputSlider_Swap.rt,ProgressScreen.numClicks,ProgressScreen.timesOn,ProgressScreen.timesOff,Participant_Name.started,NameInput.started,participantName.started,button.started,Participant_Name.stopped,participantName.text,button.numClicks,button.timesOn,button.timesOff,WaitForScanner_discard.started,SyncPulse_discard.started,fix.started,WaitForScanner_discard.stopped,SyncPulse_discard.keys,SyncPulse_discard.rt,SyncPulse_discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,BaselineFixation.started,Baseline.started,Baseline.stopped,BaselineFixation.stopped,Instructions.started,Instructions_Text.started,Instructions.stopped,Delay.started,movie.started,Delay.stopped,Loading_Screen.started,PlayerLobby.started,Gamemaster.started,playerName.started,player1.started,loading.started,player2.started,loading2.started,player1_box.started,player2_box.started,loading.stopped,player1Reveal.started,loading2.stopped,player2Reveal.started,player1Reveal.stopped,player2Reveal.stopped,Loading_Screen.stopped,Loading_Complete.started,loadingComplete.started,textbox.started,next.started,key_response.started,Loading_Complete.stopped,key_response.keys,key_response.rt,key_response.duration,Scenario_Intro.started,intro.started,intro.stopped,Scenario_Intro.stopped,W4S_Encounter.started,SyncPulse_Encounter.started,fix_encounter.started,W4S_Encounter.stopped,SyncPulse_Encounter.keys,SyncPulse_Encounter.rt,SyncPulse_Encounter.duration,Encounter_Intro.started,Encounter_intro.started,Encounter_Intro.stopped,Delay_2.started,movie3.started,ActionPrompt.started,movie3.stopped,ActionPrompt.stopped,Delay_2.stopped,W4S_Action.started,SyncPulse_Action.started,fix_Action.started,W4S_Action.stopped,SyncPulse_Action.keys,SyncPulse_Action.rt,SyncPulse_Action.duration,Player_Action.started,player_action_instructions.started,player_action_keys_punish.started,PlayerAction_text.started,RewardBox.started,PunishBox.started,player_action_keys_reward.started,rewardConfirmText.started,punishConfirmText.started,PunCountFeedback.started,RewCountFeedback.started,PunFeedback.started,RewFeedback.started,Player_Action.stopped,player_action_keys_punish.keys,player_action_keys_punish.rt,player_action_keys_punish.duration,player_action_keys_reward.keys,Feedback.started,Reward_Feedback.started,Punish_Feedback.started,Faster_feedback.started,Feedback.stopped,player_action_keys_reward.rt,player_action_keys_reward.duration,Reward_Feedback.stopped,Punish_Feedback.stopped,Faster_feedback.stopped,Conclusion.started,conclusionText.started,next2.started,keyResp3.started,Conclusion.stopped,keyResp3.keys,keyResp3.rt,keyResp3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,14.227602600000068,,0.001816700000063065,0.041666100000043116,0.041666100000043116,0.041666100000043116,0.041666100000043116,0.041666100000043116,0.041666100000043116,8.933484300000032,1,3.3401039999999966,0,4.832730100000049,1,5.9481375999999955,1,6.568190200000004,1,[8.906191300000046],[8.906195600000046],8.93358550000005,8.943828600000074,8.943828600000074,8.943828600000074,14.211645700000076,Jessica,1,[5.2771560000001045],[5.277162100000055],14.21396500000003,14.227602600000068,14.227602600000068,34.37790110000003,5,20.13951159999999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW004_Run1,RBDCW004_Run1,2024-04-01_10h47.56.002,AdvTask_fMRI_masculinePronouns,2023.2.2,59.80793280462874,2024-04-01 10h57.20.864584 -0400,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,34.39433740000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.38029930000005,34.39433740000004,34.39433740000004,35.37848459999998,5,0.9728499000000284,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW004_Run1,RBDCW004_Run1,2024-04-01_10h47.56.002,AdvTask_fMRI_masculinePronouns,2023.2.2,59.80793280462874,2024-04-01 10h57.20.864584 -0400,
,,,,,,,,,,,,2,0,2,0,,,,,,,,,35.39484340000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.37926379999999,35.39484340000001,35.39484340000001,36.37862170000005,5,0.9723947999999609,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW004_Run1,RBDCW004_Run1,2024-04-01_10h47.56.002,AdvTask_fMRI_masculinePronouns,2023.2.2,59.80793280462874,2024-04-01 10h57.20.864584 -0400,
,,,,,,,,,,,,3,0,3,0,,,,,,,,,36.394942900000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.379454800000076,36.394942900000046,36.394942900000046,37.37831080000001,5,0.9721071999999822,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW004_Run1,RBDCW004_Run1,2024-04-01_10h47.56.002,AdvTask_fMRI_masculinePronouns,2023.2.2,59.80793280462874,2024-04-01 10h57.20.864584 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.378828800000065,37.39482910000004,37.39482910000004,38.37785220000001,5,0.972775200000001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW004_Run1,RBDCW004_Run1,2024-04-01_10h47.56.002,AdvTask_fMRI_masculinePronouns,2023.2.2,59.80793280462874,2024-04-01 10h57.20.864584 -0400,
1011,WhiteFemale_OutGrp_Swap,Emma,Yuxi,1,STR,"A gate opens in front of the duo, and a menacing mechanical golem with a crossbow becomes activated.",Emma lunges forward attempting to force her blade through the protective plate.,Emma’s sword pierces the plate and destroys the construct before it is able to shoot. She is able to proceed uninjured.,Emma’s sword grazes the exterior plate. She is shot by the crossbow and is injured.,Emma,6,,,,,0,0,0,0,0,0,0,0,124.47285790000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.37788760000001,38.39445420000004,54.40277130000004,54.37751370000001,54.396602200000075,54.40277130000004,89.89439030000005,89.894408,89.91609860000005,91.89466260000006,92.04377690000001,92.11008270000002,92.11008270000002,92.11008270000002,92.11008270000002,92.11008270000002,92.11008270000002,92.11008270000002,92.11008270000002,92.11008270000002,97.76621640000008,97.89243810000005,103.72829639999998,103.89327660000004,106.89303210000003,106.89303210000003,106.89314160000004,107.10611080000001,107.13276259999998,107.13276259999998,107.13276259999998,107.13276259999998,108.943759,2,1.7959944000000405,0.0009470999999621199,108.94408650000003,108.95983890000002,124.47285790000001,124.44294520000005,124.47092729999997,124.47285790000001,124.47285790000001,125.37736830000006,5,0.8952750999999353,None,125.37793350000004,125.40250460000004,131.39341639999998,131.39342820000002,131.42931099999998,131.42931099999998,137.69795820000002,137.69795820000002,137.55554130000007,137.69181030000004,137.69795820000002,137.69795820000002,138.3775624,5,0.6703730000000405,None,138.37834500000008,138.43176960000005,138.43176960000005,138.43176960000005,138.43176960000005,138.43176960000005,138.43176960000005,138.43176960000005,138.43176960000005,138.43176960000005,138.43176960000005,138.43176960000005,138.43176960000005,142.34280520000004,"['2', '2']","[2.7948952000000418, 3.8790965000000597]","[0.0009502999999995154, 0.001018400000020847]",None,142.34322529999997,142.35824220000006,142.35824220000006,142.35824220000006,147.34336000000008,,,,,,,,,,,,,,RBDCW004_Run1,RBDCW004_Run1,2024-04-01_10h47.56.002,AdvTask_fMRI_masculinePronouns,2023.2.2,59.80793280462874,2024-04-01 10h57.20.864584 -0400,
1011,WhiteFemale_OutGrp_Swap,Emma,Yuxi,2,INT,"In the next room, the adventurers encounter a massive stone door with intricate runes. The inscription reads, "Solve the riddle to reveal what is behind." ",Yuxi relies on her wit to decipher the riddle. ,"Yuxi correctly deciphers the riddle, causing the stone door to open smoothly. She finds a small room filled with treasure.","Yuxi misinterprets the riddle, instead triggering a magical flash. She takes damage.",Yuxi,6,,,,,0,0,0,0,0,1,1,1,147.35995780000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.34367570000006,147.35995780000007,147.35995780000007,147.37683370000002,5,0.007860900000082438,None,147.37710830000003,147.40022850000003,153.39693290000002,153.39694510000004,153.43348820000006,153.43348820000006,159.73162190000005,159.73162190000005,159.59356709999997,159.7291014,159.73162190000005,159.73162190000005,160.3769909,5,0.6364685000000918,None,160.37733230000003,160.41069790000006,160.41069790000006,160.41069790000006,160.41069790000006,160.41069790000006,160.41069790000006,160.41069790000006,160.41069790000006,160.41069790000006,160.41069790000006,160.41069790000006,160.41069790000006,162.55277039999999,None,,,"['1', '1']",162.55310020000002,162.56381599999997,162.56381599999997,162.56381599999997,167.55979810000008,"[1.8139864000000898, 2.118992800000001]","[0.00092589999997017, 0.0009154000000535234]",,,,,,,,,,,,RBDCW004_Run1,RBDCW004_Run1,2024-04-01_10h47.56.002,AdvTask_fMRI_masculinePronouns,2023.2.2,59.80793280462874,2024-04-01 10h57.20.864584 -0400,
1011,WhiteFemale_OutGrp_Swap,Emma,Yuxi,3,INT,"The floor is covered in a thick layer of mist. A booming voice announces, "Use your wit to navigate the mist or the mist might bite."",Emma decides to use her intuition to find a way through the mist.,"Emma cleverly observes the patterns in the mist, using her intelligence to discern a safe path and reach the other side unharmed.","Emma's vision is blocked by the mist, causing her to trip,  triggering a hidden trap. She suffers an injury.",Emma,7,,,,,0,0,0,0,0,2,2,2,167.5761698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.56008840000004,167.5761698,167.5761698,168.8264133,5,1.2495349000000715,None,168.82671119999998,168.85195269999997,174.84375169999998,174.8437728,174.86640880000004,174.86640880000004,182.15006640000001,182.15006640000001,182.00766280000005,182.14377550000006,182.15006640000001,182.15006640000001,182.3763765,5,0.21801700000003166,None,182.3766809,182.40858609999998,182.40858609999998,182.40858609999998,182.40858609999998,182.40858609999998,182.40858609999998,182.40858609999998,182.40858609999998,182.40858609999998,182.40858609999998,182.40858609999998,182.40858609999998,184.816103,None,,,"['1', '1']",184.81635390000008,184.82955620000007,184.82955620000007,184.82955620000007,189.8263498,"[2.1130041999999776, 2.373177299999952]","[0.0009797999999818785, 0.0008340000000544023]",,,,,,,,,,,,RBDCW004_Run1,RBDCW004_Run1,2024-04-01_10h47.56.002,AdvTask_fMRI_masculinePronouns,2023.2.2,59.80793280462874,2024-04-01 10h57.20.864584 -0400,
1011,WhiteFemale_OutGrp_Swap,Emma,Yuxi,4,STR,"A gigantic salamander emerges from the shadows, hungry for flesh.",Yuxi tries to climb on the salamander’s back. She wrestles it into a choke hold.,Yuxi chokes the salamander into unconsciousness. She is unharmed in the encounter.,"The salamander’s giant maw bites Yuxi’s arm. She takes damage, but the salamander cowers into its den.",Yuxi,7,,,,,0,0,0,0,0,3,3,3,189.84293680000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.82666719999997,189.84293680000007,189.84293680000007,190.37695010000004,5,0.5247990999999956,None,190.37732270000004,190.40159870000002,196.39866700000005,196.39867750000008,196.42797870000004,196.42797870000004,203.71577910000008,203.71577910000008,203.57275700000002,203.7094088,203.71577910000008,203.71577910000008,204.37695050000002,5,0.6519680000000108,None,204.37745470000004,204.41388960000006,204.41388960000006,204.41388960000006,204.41388960000006,204.41388960000006,204.41388960000006,204.41388960000006,204.41388960000006,204.41388960000006,204.41388960000006,204.41388960000006,204.41388960000006,207.10885010000004,"['2', '2']","[2.3667535000000726, 2.6627792000000454]","[0.0009731999999758045, 0.0009493000000020402]",None,207.10911020000003,207.12695330000008,207.12695330000008,207.12695330000008,212.12631240000007,,,,,,,,,,,,,,RBDCW004_Run1,RBDCW004_Run1,2024-04-01_10h47.56.002,AdvTask_fMRI_masculinePronouns,2023.2.2,59.80793280462874,2024-04-01 10h57.20.864584 -0400,
1011,WhiteFemale_OutGrp_Swap,Emma,Yuxi,5,INT,The floor between the entrance and exit of this chamber is segmented by large tiles with magical symbols. The tiles rest over a sticky tar-like substance. ,Yuxi attempts to rely on her intellect to solve the puzzle of the magical symbols.,Yuxi correctly identifies the sequence of tiles necessary to get across. She is showered by applause from the crowd.,Yuxi repeatedly steps on incorrect tiles but manages to make it across. She loses some valuables from her pack to the tar-like substance.,Yuxi,8,,,,,0,0,0,0,0,4,4,4,212.14294280000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.1267315,212.14294280000001,212.14294280000001,212.37651930000004,5,0.22479980000002797,None,212.37688400000002,212.40912049999997,218.39855650000004,218.39856629999997,218.43391789999998,218.43391789999998,226.70427159999997,226.70427159999997,226.5608588,226.69799550000005,226.70427159999997,226.70427159999997,227.3765982,5,0.6643951999999445,None,227.37697179999998,227.41784770000004,227.41784770000004,227.41784770000004,227.41784770000004,227.41784770000004,227.41784770000004,227.41784770000004,227.41784770000004,227.41784770000004,227.41784770000004,227.41784770000004,227.41784770000004,229.78116699999998,None,,,"['1', '1']",229.78141419999997,229.79400859999998,229.79400859999998,229.79400859999998,234.79206640000007,"[2.0797307000000274, 2.3327520000000277]","[0.0009747999999945023, 0.0009951000000683052]",,,,,,,,,,,,RBDCW004_Run1,RBDCW004_Run1,2024-04-01_10h47.56.002,AdvTask_fMRI_masculinePronouns,2023.2.2,59.80793280462874,2024-04-01 10h57.20.864584 -0400,
